Tract,Population,Households,Is_DAC,Vulnerability_Percentile,Pollution_Score,Hazardprox_Score,Cumulative_Burden_Score,Weighted_Burden,Weighted_Burden_Norm
36047018300,2741.0,1291.0,0,15.17,74.16666666666667,82.2,57.178888888888885,156727.33444444442,0.11942272698060502
36047018400,2112.0,789.0,0,68.58,68.83333333333333,69.8,69.07111111111111,145878.18666666665,0.11115591878386981
36047018501,4791.0,1806.0,1,98.53,75.66666666666667,82.2,85.46555555555555,409465.4766666667,0.3120035442527109
36047018600,2115.0,680.0,0,65.62,69.16666666666667,70.2,68.3288888888889,144515.6,0.11011765818907597
36047018700,1460.0,520.0,1,66.31,75.66666666666667,82.0,74.6588888888889,109001.97777777779,0.08305707156090131
36047018800,2867.0,1092.0,0,61.31999999999999,69.33333333333333,70.4,67.01777777777778,192139.9688888889,0.14640636317855205
36047019000,4614.0,1574.0,0,94.02,69.5,69.4,77.64,358230.96,0.27296398732056987
36047019100,2852.0,1161.0,1,54.23,75.33333333333333,72.0,67.18777777777777,191619.5422222222,0.1460098096868011
36047019200,2792.0,729.0,0,95.84,70.33333333333333,74.8,80.32444444444444,224265.84888888887,0.17088556592803564
36047019300,5774.0,2483.0,1,68.15,75.16666666666667,73.0,72.10555555555557,416337.4777777779,0.31723985555355516
36047019400,3149.0,1081.0,0,90.79,70.16666666666667,74.6,78.5188888888889,247255.98111111112,0.1884035329971156
36047019500,3506.0,1718.0,0,48.42,75.33333333333333,81.6,68.45111111111112,239989.59555555557,0.18286670956160617
36047019600,4845.0,1586.0,0,92.77,69.83333333333333,76.4,79.66777777777777,385990.3833333333,0.2941160476527821
36047019700,3680.0,1742.0,0,35.96,73.83333333333333,82.4,64.06444444444445,235757.15555555557,0.1796416848499088
36047019800,2057.0,697.0,0,48.13,69.5,77.0,64.87666666666667,133451.30333333334,0.10168691134622626
36047019900,3582.0,1951.0,1,47.53,73.66666666666667,78.6,66.59888888888888,238557.21999999997,0.18177527139281982
36047020000,2306.0,707.0,0,82.43,69.66666666666667,77.4,76.49888888888889,176406.43777777776,0.1344177640169354
36047020100,4254.0,1990.0,0,31.83,73.66666666666667,75.8,60.43222222222223,257078.67333333337,0.19588820499531623
36047020200,1780.0,631.0,0,56.64,69.66666666666667,76.8,67.70222222222223,120509.95555555557,0.09182589349694707
36047020300,2057.0,805.0,0,29.26,73.33333333333333,70.6,57.73111111111111,118752.89555555556,0.09048705303614077
36047020400,1842.0,695.0,0,41.06,70.16666666666667,76.8,62.675555555555555,115448.37333333334,0.0879690809380083
36047020500,3555.0,1580.0,0,21.82,73.0,74.2,56.339999999999996,200288.69999999998,0.15261551421254438
36047020600,2499.0,812.0,0,79.27,70.16666666666667,78.4,75.94555555555554,189787.9433333333,0.14461417225813486
36047020700,4562.0,2296.0,0,13.6,72.83333333333333,80.8,55.74444444444444,254306.15555555554,0.1937756083969111
36047020800,3148.0,1220.0,0,63.14999999999999,70.16666666666667,77.8,70.37222222222222,221531.75555555554,0.16880224789775355
36047021000,4041.0,1226.0,0,91.83,70.33333333333333,76.8,79.65444444444444,321883.61,0.24526811875427865
36047021100,2604.0,1121.0,1,74.58,75.83333333333333,80.0,76.80444444444443,199998.7733333333,0.15239459657057422
36047021200,3986.0,1275.0,0,89.72,70.5,76.8,79.00666666666667,314920.57333333336,0.23996244039417083
36047021300,4650.0,2025.0,0,65.45,72.33333333333333,74.4,70.72777777777777,328884.1666666666,0.25060238651605143
36047021400,2565.0,529.0,0,73.49,70.5,78.2,74.06333333333333,189972.45,0.1447547622155762
36047021500,6014.0,2728.0,0,45.87,72.83333333333333,75.6,64.76777777777778,389513.41555555555,0.2968005194885962
36047021600,3982.0,918.0,0,83.36,70.66666666666667,78.0,77.34222222222223,307976.72888888896,0.23467138607857138
36047021700,3736.0,1767.0,1,75.08,72.83333333333333,73.6,73.83777777777777,275857.9377777778,0.21019758490402918
36047021800,3035.0,840.0,0,69.16,70.66666666666667,79.6,73.14222222222222,221986.64444444442,0.16914886306719323
36047021900,4191.0,1733.0,1,50.06,72.66666666666667,74.4,65.7088888888889,275385.95333333337,0.20983794330323388
36047022000,4989.0,1149.0,0,79.41,70.83333333333333,78.8,76.34777777777778,380899.06333333335,0.29023657557162824
36047022100,3703.0,1472.0,1,85.24000000000001,72.66666666666667,74.6,77.50222222222222,286990.72888888884,0.2186805229831273
36047022200,4051.0,1072.0,0,86.59,70.66666666666667,79.6,78.95222222222222,319835.45222222223,0.2437074682910025
36047022400,5656.0,1285.0,0,83.66,70.5,79.0,77.72,439584.32,0.33495342990678784
36047022600,2469.0,556.0,0,80.46,70.66666666666667,78.6,76.57555555555554,189065.04666666663,0.14406334115030967
36047022700,4360.0,1926.0,0,60.21,73.16666666666667,73.2,68.8588888888889,300224.7555555556,0.2287645556062152
36047022800,3632.0,813.0,0,90.36,70.66666666666667,73.8,78.27555555555556,284296.8177777778,0.21662782290835972
36047022900,3490.0,1541.0,0,47.34,73.16666666666667,75.2,65.23555555555556,227672.08888888892,0.1734810447000849
36047023000,4243.0,959.0,0,85.39999999999999,70.83333333333333,79.4,78.54444444444444,333264.07777777774,0.2539397809193676
36047023100,3475.0,1683.0,0,42.53,73.66666666666667,74.0,63.3988888888889,220311.13888888893,0.1678721652708269
36047023200,6422.0,1181.0,0,68.33,70.83333333333333,78.0,72.38777777777777,464874.30888888886,0.3542238363685968
36047023300,6821.0,2188.0,1,83.55,73.66666666666667,72.2,76.47222222222223,521617.0277777778,0.39746052032054036
36047023400,5275.0,1382.0,0,81.3,70.16666666666667,78.0,76.4888888888889,403478.88888888893,0.3074418981284708
36047023500,5183.0,1363.0,1,80.36,75.5,71.4,75.75333333333333,392629.5266666667,0.29917492652986033
36047023600,6342.0,1472.0,0,63.03,70.33333333333333,78.8,70.72111111111111,448513.2866666667,0.34175710300077666
36047023800,4734.0,1125.0,0,66.72,70.33333333333333,75.6,70.88444444444444,335566.95999999996,0.25569452571782786
36047024000,6050.0,1512.0,0,76.87,70.33333333333333,76.4,74.53444444444445,450933.3888888889,0.34360116682011027
36047024100,2926.0,1090.0,1,81.03,75.16666666666667,72.4,76.19888888888889,222957.94888888887,0.16988897535134015
36047024200,2916.0,700.0,0,76.51,70.16666666666667,74.8,73.82555555555557,215275.32000000004,0.16403498379624035
36047024300,4311.0,1965.0,1,75.77000000000001,72.83333333333333,74.4,74.33444444444446,320455.79000000004,0.2441801518170378
36047024400,3478.0,963.0,0,86.33999999999999,69.5,70.4,75.41333333333334,262287.57333333336,0.19985727040929974
36047024500,4488.0,1985.0,0,55.63,72.83333333333333,75.2,67.88777777777777,304680.3466666666,0.23215961647856123
36047024600,3432.0,879.0,0,84.92,68.83333333333333,70.6,74.78444444444445,256660.21333333335,0.19556934782525429
36047024700,2839.0,1306.0,1,72.15,72.5,73.2,72.61666666666666,206158.71666666665,0.1570883357547459
36047024800,2479.0,746.0,0,86.53,69.66666666666667,70.8,75.66555555555556,187574.91222222222,0.14292789199873643
36047024900,3892.0,1877.0,0,54.31,72.66666666666667,75.8,67.59222222222222,263068.92888888885,0.20045264588427128
36047025000,1712.0,553.0,0,91.02,69.83333333333333,70.6,77.1511111111111,132082.7022222222,0.10064406787915055
36047025100,4416.0,1696.0,1,83.06,72.83333333333333,72.6,76.16444444444444,336342.18666666665,0.25628523111640805
36047025200,5057.0,1894.0,0,92.01,69.66666666666667,70.6,77.42555555555555,391541.0344444444,0.29834551977745344
36047025300,3907.0,1333.0,1,82.83,75.0,73.2,77.00999999999999,300878.06999999995,0.2292623666154302
36047025400,3145.0,1215.0,0,83.1,69.0,70.6,74.23333333333333,233463.83333333334,0.1778942245578429
36047025500,5470.0,2148.0,1,94.83,75.16666666666667,76.6,82.19888888888887,449627.92222222214,0.34260643038904515
36047025600,3005.0,1117.0,1,76.53,69.16666666666667,70.4,72.03222222222222,216456.82777777777,0.16493526632367037
36047025700,2892.0,862.0,1,80.49,75.0,70.0,75.16333333333334,217372.36000000002,0.1656328814206409
36047025800,4119.0,1476.0,0,97.36,69.0,70.0,78.78666666666668,324522.28,0.24727872633666959
36047025901,2144.0,789.0,1,84.65,75.0,71.8,77.15,165409.6,0.12603841934013893
36047025902,3530.0,1431.0,1,94.68,74.83333333333333,68.0,79.1711111111111,279474.0222222222,0.21295296045404705
36047026000,3116.0,1068.0,0,84.32,69.33333333333333,70.4,74.68444444444445,232716.7288888889,0.17732494766424198
36047026100,5504.0,2231.0,1,79.24,74.83333333333333,72.2,75.42444444444443,415136.1422222222,0.31632446470248393
36047026200,2729.0,793.0,0,75.03,69.5,70.6,71.71,195696.59,0.1491164289971999
36047026300,2253.0,968.0,1,69.96,74.66666666666667,73.6,72.74222222222221,163888.22666666663,0.12487916685322414
36047026400,4423.0,1582.0,0,83.07,69.33333333333333,70.2,74.2011111111111,328191.5144444444,0.2500746009991206
36047026500,4187.0,1869.0,1,69.55,72.33333333333333,74.8,72.22777777777777,302417.7055555555,0.23043553450763296
36047026600,3624.0,1118.0,0,83.38,69.0,67.4,73.26,265494.24,0.2023006787605525
36047026700,4701.0,1972.0,1,41.85,72.33333333333333,75.6,63.26111111111111,297390.48333333334,0.22660490350096524
36047026800,4671.0,1602.0,0,90.21,68.83333333333333,69.0,76.01444444444444,355063.47,0.270550430713966
36047026900,3038.0,1237.0,1,51.15,72.16666666666667,74.8,66.03888888888889,200626.14444444445,0.15287263933945897
36047027000,2416.0,866.0,0,78.14,56.166666666666664,67.0,67.10222222222222,162118.9688888889,0.12353103195829451
36047027100,3703.0,1373.0,1,81.89,72.33333333333333,67.8,74.00777777777778,274050.8011111111,0.20882058714212012
36047027200,3980.0,1386.0,0,86.63,68.83333333333333,67.0,74.15444444444444,295134.68888888886,0.22488603853705716
36047027300,3960.0,1440.0,1,62.25000000000001,72.16666666666667,74.8,69.7388888888889,276166.0,0.2104323214341175
36047027400,3451.0,943.0,0,91.58,69.0,68.8,76.46,263863.45999999996,0.20105806083818573
36047027500,4695.0,1831.0,0,70.96000000000001,72.16666666666667,75.8,72.97555555555556,342620.23333333334,0.2610689624017162
36047027600,3740.0,1348.0,0,91.72,69.0,70.0,76.90666666666667,287630.93333333335,0.2191683444652681
36047027700,4198.0,1586.0,1,91.96,72.33333333333333,71.8,78.69777777777777,330373.2711111111,0.25173705083063874
36047027800,3124.0,1149.0,0,86.33999999999999,68.83333333333333,65.6,73.5911111111111,229898.63111111108,0.175177620124262
36047027900,3711.0,1684.0,1,83.75,74.16666666666667,75.2,77.70555555555556,288365.3166666667,0.21972792815643885
36047028000,1828.0,631.0,0,66.58,56.0,67.2,63.26,115639.28,0.08811454755245003
36047028100,5196.0,1818.0,1,95.94,74.33333333333333,72.2,80.82444444444444,419963.8133333333,0.320003042221192
36047028200,3092.0,1236.0,0,75.05,56.0,66.2,65.75,203299.0,0.1549092955513519
36047028300,4115.0,1595.0,1,97.61,74.66666666666667,74.8,82.35888888888888,338906.82777777774,0.2582394303395437
36047028400,3328.0,1357.0,0,74.7,68.0,66.2,69.63333333333333,231739.7333333333,0.17658049888058874
36047028501,459.0,226.0,1,72.65,74.83333333333333,71.6,73.02777777777779,33519.75,0.025541300545292543
36047028502,3451.0,1167.0,1,92.04,74.83333333333333,76.0,80.95777777777778,279385.2911111111,0.21288534932996034
36047028600,5581.0,1883.0,1,95.65,56.0,67.4,73.01666666666667,407506.01666666666,0.31051047951426625
36047028700,3151.0,1264.0,1,84.85000000000001,74.5,72.8,77.38333333333334,243834.88333333336,0.18579673293037718
36047028800,3150.0,1096.0,0,85.22999999999999,56.333333333333336,67.8,69.78777777777778,219831.5,0.16750669115439337
36047028900,3678.0,1548.0,1,84.72,74.5,73.4,77.54,285192.12,0.21731002319734294
36047029000,3232.0,1476.0,0,91.32,56.166666666666664,65.4,70.96222222222222,229349.9022222222,0.17475950097155366
36047029100,3599.0,1413.0,1,71.49,74.33333333333333,74.4,73.40777777777778,264194.59222222224,0.2013103761928053
36047029200,2717.0,1041.0,1,91.68,56.0,66.8,71.49333333333334,194247.3866666667,0.14801216843774148
36047029300,3572.0,1463.0,1,84.03,72.0,74.6,76.87666666666667,274603.4533333333,0.2092416957871667
36047029400,2587.0,667.0,1,97.22,56.166666666666664,66.4,73.26222222222222,189529.3688888889,0.14441714430897393
36047029500,4198.0,1896.0,1,47.11,71.83333333333333,76.2,65.04777777777777,273070.5711111111,0.20807367378406963
36047029600,6101.0,2037.0,0,91.54,56.166666666666664,67.0,71.56888888888888,436641.79111111106,0.3327112886403906
36047029700,4725.0,1766.0,0,82.27,71.66666666666667,75.6,76.5122222222222,361520.24999999994,0.2754703528057129
36047029800,4183.0,1177.0,0,83.85000000000001,56.166666666666664,67.2,69.07222222222224,288929.1055555556,0.22015752269265132
36047029900,2578.0,913.0,1,88.64999999999999,71.33333333333333,72.6,77.52777777777777,199866.6111111111,0.15229389191023185
36047030000,4283.0,1314.0,1,85.34,56.0,64.4,68.58,293728.14,0.22381427971120801
36047030100,3172.0,1103.0,1,75.19,70.66666666666667,75.0,73.61888888888889,233519.11555555556,0.1779363483759677
36047030200,4052.0,1319.0,0,78.43,56.0,66.4,66.94333333333334,271254.3866666667,0.20668978181765463
36047030300,4931.0,2149.0,1,96.62,70.83333333333333,72.2,79.88444444444444,393910.1955555555,0.3001507676083325
36047030400,4150.0,1597.0,1,93.06,55.833333333333336,61.8,70.2311111111111,291459.11111111107,0.2220853303963395
36047030500,7457.0,3161.0,0,61.69,73.0,73.0,69.23,516248.11000000004,0.3933695249352768
36047030600,1950.0,668.0,1,86.06,55.666666666666664,64.8,68.84222222222222,134242.3333333333,0.10228965853170174
36047030700,6297.0,3065.0,1,93.11,71.33333333333333,72.8,79.08111111111111,497973.75666666665,0.3794448760116561
36047030800,1905.0,730.0,1,79.59,54.166666666666664,61.0,64.91888888888889,123670.48333333332,0.09423414504577925
36047030900,2671.0,921.0,1,88.85,71.66666666666667,71.6,77.37222222222222,206661.20555555556,0.15747122106062622
36047031100,2825.0,1193.0,1,68.89,72.16666666666667,74.4,71.81888888888888,202888.3611111111,0.15459639789320423
36047031300,5054.0,2199.0,1,82.19,72.33333333333333,75.6,76.70777777777778,387681.1088888889,0.2954043427490777
36047031401,5223.0,1828.0,1,93.65,55.166666666666664,63.4,70.7388888888889,369469.2166666667,0.28152728779651226
36047031500,5316.0,2464.0,1,43.53,72.5,75.8,63.943333333333335,339922.76,0.25901354799320836
36047031701,4558.0,1584.0,0,52.21,72.5,75.2,66.63666666666667,303729.9266666667,0.23143541767444561
36047031702,3918.0,1613.0,0,41.05,72.16666666666667,74.6,62.605555555555554,245288.56666666665,0.18690440714973588
36047031900,3175.0,1252.0,0,70.61,72.0,73.0,71.87,228187.25,0.17387358595615438
36047032100,5168.0,2337.0,0,82.72,72.0,75.4,76.70666666666666,396420.05333333334,0.3020632231555297
36047032300,3256.0,1542.0,0,55.88,72.16666666666667,75.6,67.88222222222221,221024.51555555552,0.16841574235136392
36047032500,6119.0,2530.0,0,78.2,72.0,73.2,74.46666666666665,455661.53333333327,0.34720390724261074
36047032600,8110.0,2808.0,1,97.28,51.166666666666664,59.0,69.14888888888889,560797.4888888889,0.42731515625135824
36047032700,2687.0,1352.0,1,63.43,71.83333333333333,75.0,70.08777777777777,188325.85888888888,0.14350009657982127
36047032800,2917.0,1164.0,1,97.99,51.833333333333336,55.4,68.40777777777778,199545.4877777778,0.15204920310531023
36047032900,6033.0,2165.0,0,75.07000000000001,71.5,75.0,73.85666666666667,445577.27,0.3395199239022058
36047033000,4774.0,1800.0,1,96.21,52.166666666666664,56.2,68.19222222222221,325549.66888888885,0.24806157371435
36047033100,4192.0,1667.0,0,86.2,71.16666666666667,75.2,77.52222222222223,324973.1555555556,0.2476222834357819
36047033300,4802.0,1347.0,0,88.91,71.33333333333333,74.4,78.21444444444445,375585.7622222223,0.28618795884368353
36047033500,3221.0,918.0,0,84.15,71.5,75.2,76.95,247855.95,0.18886069588493357
36047033600,5269.0,1584.0,0,82.39999999999999,52.166666666666664,63.0,65.85555555555555,346992.9222222222,0.26440085363307
36047033701,2710.0,916.0,1,91.94,71.83333333333333,75.6,79.7911111111111,216233.9111111111,0.16476540880444995
36047033702,1750.0,476.0,1,88.64,71.66666666666667,74.2,78.16888888888889,136795.55555555556,0.10423515681664415
36047033900,4816.0,2024.0,1,92.06,71.66666666666667,73.8,79.17555555555556,381309.4755555556,0.2905493005148405
36047034000,2071.0,630.0,1,99.01,50.5,51.4,66.97000000000001,138694.87000000002,0.10568239198562875
36047034100,2991.0,1205.0,1,81.8,72.0,75.4,76.39999999999999,228512.39999999997,0.17412134299110543
36047034200,6735.0,2832.0,1,99.82,51.5,43.8,65.04,438044.4,0.33378004527427396
36047034300,4726.0,1970.0,1,98.31,71.83333333333333,75.2,81.78111111111112,386497.5311111111,0.29450248292789905
36047034500,2661.0,1037.0,1,68.25,71.33333333333333,75.0,71.52777777777777,190335.41666666666,0.14503133470556362
36047034700,3312.0,1825.0,1,93.25,71.33333333333333,72.8,79.12777777777778,262071.2,0.19969239876387715
36047034800,2491.0,817.0,1,94.67,52.0,64.6,70.42333333333333,175424.52333333332,0.13366956714985495
36047034901,1996.0,770.0,1,73.18,71.33333333333333,75.0,73.1711111111111,146049.53777777776,0.11128648450192137
36047034902,4013.0,1587.0,1,90.34,71.33333333333333,74.8,78.82444444444444,316322.4955555555,0.24103067380339674
36047035000,3154.0,1557.0,0,63.59,50.333333333333336,56.8,56.907777777777774,179487.1311111111,0.13676518350289654
36047035101,1885.0,687.0,1,97.15,71.5,74.4,81.01666666666667,152716.41666666666,0.11636649725261843
36047035102,3179.0,1029.0,1,96.48,71.5,75.0,80.99333333333334,257477.8066666667,0.1961923356772071
36047035200,1439.0,693.0,1,80.17,51.166666666666664,50.0,60.44555555555555,86981.15444444444,0.06627769620722301
36047035301,2860.0,1129.0,1,94.67,71.5,74.8,80.32333333333334,229724.73333333334,0.17504511390311236
36047035302,3304.0,987.0,1,82.21000000000001,71.5,75.2,76.30333333333333,252106.21333333332,0.19209930157839197
36047035400,5507.0,2814.0,0,62.86000000000001,51.5,55.6,56.653333333333336,311989.9066666667,0.2377293378760612
36047035500,5762.0,2103.0,1,99.22,71.16666666666667,75.2,81.86222222222223,471690.1244444445,0.3594173355315
36047035601,2725.0,1458.0,0,63.14999999999999,52.5,55.8,57.15,155733.75,0.11866563783427539
36047035602,6276.0,2959.0,0,71.22,51.666666666666664,57.2,60.02888888888889,376741.3066666667,0.2870684578912301
36047035701,2550.0,1014.0,1,94.25,71.33333333333333,74.6,80.06111111111112,204155.83333333334,0.15556218340653855
36047035900,6127.0,2364.0,1,81.82000000000001,71.0,72.6,75.14,460382.78,0.3508013917125664
36047036001,3108.0,1728.0,0,86.68,52.166666666666664,52.6,63.815555555555555,198338.74666666667,0.1511296933416858
36047036002,4321.0,2189.0,1,80.81,52.5,53.8,62.370000000000005,269500.77,0.20535356509991157
36047036100,3025.0,1239.0,1,99.2,70.83333333333333,72.2,80.74444444444445,244251.94444444447,0.1861145241783621
36047036200,3860.0,1447.0,1,88.23,52.333333333333336,50.8,63.787777777777784,246220.82222222225,0.18761476505304556
36047036300,5616.0,2167.0,1,96.93,70.5,71.0,79.47666666666667,446340.96,0.34010183861855764
36047036400,2216.0,930.0,1,91.86,53.0,61.6,68.82,152505.12,0.1162054939137644
36047036501,3528.0,1318.0,1,78.63,70.5,67.6,72.24333333333333,254874.47999999998,0.19420865892511588
36047036502,1924.0,534.0,1,89.14999999999999,70.16666666666667,69.6,76.30555555555554,146811.88888888888,0.11186737901485559
36047036600,4146.0,1243.0,1,94.83,53.833333333333336,63.2,70.62111111111112,292795.1266666667,0.2231033443981633
36047036700,1943.0,700.0,1,89.01,70.66666666666667,75.6,78.42555555555555,152380.85444444444,0.1161108063369814
36047036900,5666.0,2485.0,1,84.37,70.66666666666667,73.8,76.27888888888889,432196.1844444444,0.32932383569162194
36047037000,4184.0,1402.0,0,77.17,54.5,66.4,66.02333333333333,276241.62666666665,0.21048994726433914
36047037100,4935.0,1660.0,1,66.64999999999999,70.83333333333333,72.6,70.02777777777777,345587.0833333333,0.26332963581135677
36047037300,5391.0,1907.0,1,88.24,71.0,73.2,77.48,417694.68,0.31827401332199057
36047037401,4602.0,1812.0,1,87.24,54.333333333333336,66.4,69.32444444444445,319031.0933333334,0.24309456479001018
36047037402,5089.0,2112.0,1,80.87,54.0,66.2,67.02333333333333,341081.7433333333,0.25989666739725076
36047037500,3711.0,1520.0,1,81.41000000000001,73.16666666666667,74.2,76.2588888888889,282996.73666666675,0.21563719015029484
36047037700,5042.0,1882.0,1,69.61,71.0,75.6,72.07,363376.93999999994,0.2768851091004179
36047037900,4819.0,1610.0,1,89.36,71.0,73.4,77.92,375496.48,0.2861199277852439
36047038100,5497.0,2475.0,1,82.78,71.5,75.0,76.42666666666666,420117.38666666666,0.320120061669798
36047038200,5599.0,1909.0,1,99.88,55.5,68.0,74.46,416901.54,0.31766965836366023
36047038300,5250.0,2162.0,1,56.86,71.33333333333333,76.2,68.13111111111111,357688.3333333333,0.2725505179248487
36047038500,4701.0,1499.0,1,62.78,71.33333333333333,75.4,69.83777777777779,328307.39333333337,0.25016289812329273
36047038600,3123.0,1040.0,1,80.30000000000001,55.5,67.6,67.8,211739.4,0.16134069176172006
36047038700,4632.0,1929.0,1,76.92999999999999,74.16666666666667,74.4,75.16555555555556,348166.85333333333,0.26529536290979067
36047038800,3996.0,1614.0,0,69.89,55.333333333333336,66.2,63.80777777777778,254975.88,0.19428592345946633
36047038900,3045.0,1333.0,1,81.51,74.66666666666667,70.2,75.4588888888889,229772.31666666668,0.1750813713399254
36047039000,2456.0,738.0,0,63.7,55.166666666666664,66.0,61.62222222222223,151344.1777777778,0.11532088188015745
36047039100,4759.0,2055.0,1,80.25999999999999,74.5,65.8,73.52,349881.68,0.2666020225142452
36047039200,3351.0,1179.0,0,77.23,55.333333333333336,66.4,66.32111111111112,222242.04333333336,0.16934347131397448
36047039300,4198.0,1531.0,1,78.51,74.16666666666667,72.8,75.1588888888889,315517.0155555556,0.24041691604078752
36047039400,1970.0,705.0,0,80.51,55.666666666666664,67.8,67.99222222222222,133944.67777777778,0.10206285164909015
36047039500,3676.0,1836.0,1,78.97,73.83333333333333,74.0,75.60111111111111,277909.6844444444,0.21176097002044963
36047039600,2028.0,679.0,0,47.8,55.833333333333336,66.8,56.81111111111111,115212.93333333333,0.0877896809186053
36047039700,3010.0,1313.0,1,74.16,73.16666666666667,74.6,73.97555555555554,222666.4222222222,0.1696668385451199
36047039800,3042.0,890.0,0,81.23,56.166666666666664,66.4,67.93222222222222,206649.82,0.15746254552168815
36047039900,4434.0,1706.0,1,90.74,73.33333333333333,74.8,79.62444444444445,353054.7866666667,0.269019858895352
36047040000,2656.0,904.0,0,87.48,56.166666666666664,68.0,70.54888888888888,187377.84888888887,0.1427777341418573
36047040100,3507.0,1263.0,1,87.81,70.5,72.6,76.97,269933.79,0.2056835166646494
36047040200,2702.0,841.0,1,72.48,56.166666666666664,67.6,65.41555555555556,176752.83111111113,0.13468170799723217
36047040300,4426.0,1415.0,1,85.79,70.5,73.4,76.56333333333333,338869.31333333335,0.258210845171088
36047040400,2641.0,893.0,0,76.92,56.333333333333336,67.0,66.75111111111111,176289.68444444446,0.134328800585635
36047040500,1516.0,627.0,1,78.11,70.5,71.4,73.33666666666666,111178.38666666666,0.08471544650524178
36047040600,3973.0,1035.0,0,72.5,56.0,68.0,65.5,260231.5,0.19829058846955291
36047040800,3885.0,1128.0,0,72.32,56.0,68.2,65.50666666666666,254493.39999999997,0.19391828447984702
36047040900,4068.0,1323.0,1,82.38,72.66666666666667,76.6,77.21555555555555,314112.88,0.23934699612101556
36047041000,1927.0,632.0,0,86.5,56.166666666666664,67.2,69.95555555555556,134804.35555555558,0.10271790690738808
36047041100,2925.0,1081.0,1,74.05000000000001,70.33333333333333,73.4,72.59444444444445,212338.75,0.16179738307003294
36047041200,3312.0,1012.0,0,79.5,56.0,67.4,67.63333333333334,224001.60000000003,0.17068421417899604
36047041300,3664.0,1374.0,1,61.59,73.0,74.4,69.66333333333334,255246.45333333337,0.19449209429386125
36047041401,1233.0,430.0,0,77.42,56.0,65.2,66.20666666666666,81632.81999999999,0.062202384862052006
36047041402,1963.0,746.0,0,92.74,56.0,66.2,71.64666666666666,140642.40666666665,0.10716637141048452
36047041500,4906.0,1615.0,1,69.13,73.66666666666667,75.0,72.5988888888889,356170.1488888889,0.2713936953000158
36047041600,2248.0,754.0,0,67.06,55.5,66.2,62.919999999999995,141444.15999999997,0.10777728953636125
36047041700,3400.0,1379.0,1,96.89,73.66666666666667,72.6,81.05222222222221,275577.5555555555,0.20998393991546763
36047041800,2598.0,852.0,0,93.4,56.166666666666664,68.0,72.52222222222223,188412.73333333334,0.1435662929653928
36047041900,3588.0,1218.0,1,83.93,73.83333333333333,71.0,76.25444444444445,273600.94666666666,0.20847780810685906
36047042000,1789.0,485.0,0,74.81,56.333333333333336,68.0,66.38111111111111,118755.80777777778,0.09048927208440433
36047042100,4421.0,1745.0,1,82.42,74.16666666666667,72.2,76.26222222222223,337155.2844444445,0.25690479345547484
36047042200,3465.0,1083.0,0,91.24,56.333333333333336,67.6,71.72444444444444,248525.2,0.18937064943142293
36047042300,4235.0,1452.0,1,81.45,74.16666666666667,72.8,76.1388888888889,322448.1944444445,0.24569831948604887
36047042400,3946.0,1212.0,0,93.92,56.5,67.6,72.67333333333333,286768.9733333333,0.2185115502046301
36047042500,3460.0,1087.0,1,84.86,74.5,71.0,76.78666666666668,265681.8666666667,0.20244364608828153
36047042600,4981.0,1584.0,0,91.42,56.5,68.2,72.04,358831.24000000005,0.27342138726810317
36047042700,4672.0,1784.0,1,66.61,74.5,74.2,71.77,335309.44,0.2554983012317734
36047042800,3928.0,1413.0,0,88.53,56.5,68.2,71.07666666666667,279189.14666666667,0.2127358916458832
36047042900,5159.0,1940.0,1,90.29,74.33333333333333,75.4,80.00777777777779,412760.1255555556,0.31451399309145
36047043000,3944.0,1330.0,0,91.92,69.0,67.6,76.17333333333333,300427.62666666665,0.2289191388599938
36047043100,4065.0,1687.0,1,67.39,73.83333333333333,75.2,72.14111111111112,293253.6166666667,0.22345270353380753
36047043200,4350.0,1442.0,0,84.89,69.0,67.6,73.83,321160.5,0.24471712509122012
36047043300,3455.0,1278.0,1,92.77,73.66666666666667,70.4,78.94555555555554,272756.8944444444,0.20783465917276198
36047043400,3911.0,1255.0,0,92.05,68.5,66.8,75.78333333333335,296388.6166666667,0.22584150348635765
36047043500,4992.0,1702.0,1,76.52,73.5,75.8,75.27333333333333,375764.48,0.28632413779713656
36047043600,4901.0,1859.0,0,85.15,69.5,68.6,74.41666666666667,364716.0833333334,0.2779055063990223
36047043700,5263.0,1884.0,1,80.32000000000001,73.33333333333333,76.0,76.5511111111111,402888.4977777777,0.30699203329331654
36047043800,2670.0,923.0,0,71.86,56.666666666666664,66.6,65.04222222222222,173662.73333333334,0.1323271225347343
36047043900,3390.0,1072.0,1,89.85,73.33333333333333,75.4,79.52777777777779,269599.1666666667,0.20542854116136752
36047044000,2900.0,832.0,0,89.4,69.0,67.4,75.26666666666667,218273.33333333334,0.16631940296957728
36047044100,5391.0,1912.0,1,81.24,73.66666666666667,74.4,76.43555555555555,412064.07999999996,0.31398362193033863
36047044200,2575.0,870.0,0,72.63,68.83333333333333,68.2,69.88777777777777,179961.02777777775,0.13712628217429906
36047044300,4470.0,1905.0,1,60.150000000000006,74.0,75.0,69.71666666666667,311633.5,0.23745776395949922
36047044400,3294.0,1070.0,0,86.72999999999999,68.83333333333333,68.2,74.58777777777777,245692.13999999998,0.1872119210124208
36047044500,4335.0,1670.0,1,80.64,74.16666666666667,76.6,77.13555555555554,334382.63333333324,0.2547920952600488
