Tract,Population,Households,Is_DAC,Vulnerability_Percentile,Pollution_Score,Hazardprox_Score,Cumulative_Burden_Score,Weighted_Burden,Weighted_Burden_Norm
36005022500,9093.0,2319.0,1,99.36,76.16666666666667,77.4,84.30888888888889,766620.7266666667,0.5841478645886052
36005022701,4876.0,2008.0,1,99.63,76.16666666666667,78.0,84.5988888888889,412504.18222222227,0.314318969990167
36005022702,1449.0,559.0,1,95.9,76.16666666666667,79.2,83.75555555555556,121361.8,0.0924749799302705
36005022703,2050.0,717.0,1,96.76,76.16666666666667,79.0,83.97555555555556,172149.8888888889,0.13117436887058612
36005022800,5693.0,2369.0,1,64.09,75.5,76.6,72.06333333333333,410256.55666666664,0.3126063295370691
36005022901,5466.0,2022.0,1,97.7,76.16666666666667,78.4,84.08888888888889,459629.86666666664,0.3502276885754241
36005022902,3501.0,1165.0,1,98.96,76.33333333333333,77.6,84.29777777777777,295126.51999999996,0.2248798140262469
36005023000,2773.0,1033.0,1,93.64,75.66666666666667,75.8,81.70222222222223,226560.26222222226,0.17263385762238878
36005023100,1675.0,427.0,1,99.56,76.16666666666667,77.8,84.50888888888889,141552.3888888889,0.1078597575314625
36005023200,2378.0,827.0,1,98.75,75.33333333333333,76.0,83.3611111111111,198232.7222222222,0.15104890508399582
36005023301,4067.0,1716.0,1,99.35,76.16666666666667,80.8,85.43888888888888,347479.9611111111,0.2647719663841602
36005023302,3746.0,1049.0,1,99.3,76.16666666666667,80.0,85.15555555555557,318992.71111111116,0.2430653183942771
36005023501,3294.0,1236.0,1,94.21,76.16666666666667,79.4,83.25888888888888,274254.77999999997,0.20897601449781356
36005023502,4455.0,1600.0,1,98.95,76.16666666666667,78.0,84.37222222222222,375878.25,0.28641082799509565
36005023600,1714.0,560.0,1,94.87,75.66666666666667,76.2,82.24555555555555,140968.88222222222,0.10741513848915116
36005023702,1156.0,327.0,1,96.87,76.0,80.0,84.29,97439.24,0.07424652372839569
36005023703,5214.0,1809.0,1,99.76,75.83333333333333,77.6,84.39777777777778,440050.0133333333,0.33530827782148304
36005023704,3750.0,1409.0,1,98.97,76.0,78.6,84.52333333333333,316962.5,0.24151834289000626
36005023800,2349.0,751.0,1,80.42,75.33333333333333,76.4,77.38444444444445,181776.06000000003,0.1385092961731257
36005023900,9197.0,2589.0,1,99.71,75.83333333333333,79.2,84.91444444444444,780958.1455555556,0.5950726574311791
36005024000,4575.0,1350.0,1,88.92,75.5,75.6,80.00666666666666,366030.5,0.27890706253011144
36005024100,6473.0,2371.0,1,98.89,76.16666666666667,79.0,84.68555555555555,548169.6011111111,0.41769298791822784
36005024300,5062.0,1994.0,1,99.49,76.16666666666667,77.8,84.48555555555555,427665.88222222216,0.32587184662193064
36005024400,2271.0,863.0,1,74.3,75.16666666666667,76.2,75.22222222222223,170829.6666666667,0.13016838903588115
36005024501,4737.0,1514.0,1,99.75,76.16666666666667,79.0,84.97222222222223,402513.4166666667,0.3067062298673438
36005024502,3742.0,1224.0,1,97.71,76.16666666666667,79.6,84.49222222222221,316169.89555555553,0.24091439601304296
36005024600,2041.0,791.0,0,81.33,75.16666666666667,76.8,77.76555555555557,158719.49888888892,0.12094071177497856
36005024700,1929.0,753.0,1,87.72999999999999,76.16666666666667,77.2,80.36555555555556,155025.15666666668,0.11812570554686104
36005024800,3242.0,1137.0,0,89.96,75.33333333333333,75.8,80.36444444444443,260541.52888888883,0.19852682355569862
36005025000,2532.0,934.0,0,54.96,75.16666666666667,74.8,68.30888888888889,172958.10666666666,0.13179021275869
36005025100,6601.0,2277.0,1,97.93,76.16666666666667,78.2,84.0988888888889,555136.7655555556,0.4230018115527726
36005025200,2525.0,906.0,1,69.61,74.83333333333333,75.4,73.28111111111112,185034.80555555556,0.14099238747407755
36005025300,6014.0,1885.0,1,99.43,75.83333333333333,79.2,84.82111111111111,510114.1622222222,0.38869559378360197
36005025400,2002.0,770.0,0,80.88,75.0,76.2,77.36,154874.72,0.1180110761681704
36005025500,7275.0,2412.0,1,99.88,76.0,78.0,84.62666666666667,615659.0,0.4691184019097476
36005025600,1541.0,620.0,1,90.72,75.0,75.0,80.24,123649.84,0.09421841528702736
36005025700,1725.0,683.0,1,76.34,76.0,80.0,77.44666666666667,133595.5,0.10179678598434147
36005026100,1996.0,1102.0,0,70.52000000000001,76.0,76.6,74.37333333333333,148449.17333333334,0.11311495317855574
36005026300,6904.0,2210.0,1,99.39,75.83333333333333,80.0,85.07444444444444,587353.9644444444,0.4475505972551891
36005026400,6076.0,2196.0,1,73.05,74.16666666666667,73.2,73.47222222222223,446417.22222222225,0.340159948727912
36005026500,7240.0,2292.0,1,98.42,75.83333333333333,80.6,84.95111111111112,615046.0444444445,0.46865134347209964
36005026601,2943.0,1322.0,0,90.97,74.5,71.0,78.82333333333334,231977.07,0.17676134411761324
36005026602,5273.0,2441.0,1,92.55,74.33333333333333,71.8,79.56111111111112,419525.7388888889,0.31966923928272245
36005026701,3632.0,1264.0,1,95.64,75.66666666666667,82.4,84.56888888888888,307154.2044444444,0.23404464083013102
36005026702,7869.0,2694.0,1,96.19,75.5,82.0,84.56333333333333,665428.87,0.5070419308074912
36005026900,3964.0,1823.0,1,99.1,75.83333333333333,81.0,85.3111111111111,338173.2444444444,0.25768045623049807
36005027300,7410.0,2925.0,1,98.88,75.66666666666667,82.2,85.58222222222223,634164.2666666667,0.48321900163391374
36005027401,4894.0,1755.0,0,40.400000000000006,73.33333333333333,73.4,62.37777777777779,305276.84444444446,0.23261413445727
36005027402,3512.0,1253.0,0,64.99000000000001,73.0,72.4,70.13000000000001,246296.56000000003,0.18767247554745123
36005027600,57.0,23.0,1,78.64999999999999,73.33333333333333,73.4,75.12777777777778,4282.283333333334,0.003263004218013674
36005027700,4091.0,1781.0,1,98.47,75.5,82.0,85.32333333333334,349057.7566666667,0.265974211343728
36005027900,7635.0,2866.0,1,97.92,75.0,80.4,84.44,644699.4,0.4912465378402218
36005028100,3490.0,1676.0,0,81.39999999999999,75.16666666666667,81.6,79.38888888888887,277067.2222222222,0.21111903263082613
36005028300,2932.0,1075.0,1,98.11,75.5,80.4,84.67,248252.44,0.1891628124058862
36005028500,3619.0,1780.0,0,67.33,74.66666666666667,78.2,73.39888888888889,265630.5788888889,0.20240456594757275
36005028600,950.0,466.0,0,45.42,75.0,76.4,65.60666666666667,62326.333333333336,0.04749127340009253
36005028700,3330.0,1280.0,1,93.39,75.5,81.0,83.29666666666667,277377.9,0.21135576215580668
36005028800,2784.0,1016.0,0,67.19000000000001,75.0,74.0,72.06333333333333,200624.32,0.1528712491535571
36005028900,4865.0,1956.0,1,99.41,75.66666666666667,79.8,84.9588888888889,413324.9944444445,0.3149444105635313
36005029301,1862.0,859.0,0,43.71,75.16666666666667,82.4,67.09222222222222,124925.71777777777,0.09519060564588393
36005029302,5475.0,2582.0,0,68.03,75.33333333333333,78.6,73.98777777777778,405083.0833333333,0.3086642584515234
36005029500,4609.0,2078.0,0,54.33,74.5,81.4,70.07666666666667,322983.3566666667,0.2461061011418865
36005029600,2171.0,881.0,1,81.19,74.83333333333333,72.4,76.14111111111112,165302.35222222222,0.12595669892978273
36005029700,4047.0,1816.0,0,78.19,74.83333333333333,82.8,78.60777777777777,318125.67666666664,0.24240465752035417
36005030000,6702.0,2464.0,1,81.77,74.0,72.6,76.12333333333333,510178.58,0.3887446786909382
36005030100,1567.0,657.0,0,56.46,75.33333333333333,81.2,70.99777777777778,111253.51777777779,0.08477269473320265
36005030201,3522.0,1575.0,1,78.08,72.16666666666667,67.6,72.61555555555555,255751.98666666663,0.19487729939838405
36005030202,5417.0,2542.0,1,84.25,71.5,64.0,73.25,396795.25,0.30234911463225383
36005030701,5586.0,2326.0,0,39.39,72.16666666666667,81.4,64.31888888888888,359285.3133333333,0.2737673810024319
36005030900,3562.0,1353.0,0,55.88,71.66666666666667,77.4,68.31555555555555,243340.00888888887,0.18541964966102878
36005031000,4572.0,1289.0,1,42.35,74.5,75.8,64.21666666666667,293598.60000000003,0.22371557312560889
36005031200,1775.0,586.0,0,65.2,74.83333333333333,76.6,72.21111111111111,128174.72222222222,0.09766627443782142
36005031400,2244.0,617.0,0,63.44,74.83333333333333,77.2,71.82444444444444,161174.05333333332,0.1228110274178559
36005031600,1907.0,709.0,0,69.03,74.83333333333333,76.6,73.48777777777778,140141.19222222222,0.10678445720279511
36005031800,1924.0,557.0,0,47.85,75.0,77.2,66.68333333333332,128298.73333333331,0.09776076813362297
36005032300,4583.0,2656.0,0,49.120000000000005,66.0,81.6,65.57333333333334,300522.58666666667,0.22899149625823756
36005032400,3091.0,1255.0,1,97.52,75.0,78.2,83.57333333333332,258325.1733333333,0.19683801014391386
36005032600,3350.0,1040.0,1,73.31,75.16666666666667,77.4,75.29222222222222,252228.94444444444,0.19219281994279347
36005032800,4003.0,1446.0,1,98.59,75.5,77.0,83.69666666666667,335037.7566666667,0.25529128460218004
36005033000,5278.0,2176.0,1,97.64,75.5,74.6,82.58,435857.24,0.33211347822348625
36005033201,5059.0,2395.0,1,96.25,75.5,76.4,82.71666666666667,418463.6166666667,0.3188599258811126
36005033202,3664.0,1635.0,1,98.47,75.5,74.0,82.65666666666667,302854.0266666667,0.23076800144527856
36005033400,38.0,6.0,1,57.84,75.66666666666667,61.8,65.10222222222222,2473.8844444444444,0.001885044670973967
36005033500,2085.0,727.0,0,72.66,72.33333333333333,84.0,76.3311111111111,159150.36666666664,0.12126902339447164
36005033601,5005.0,2154.0,1,98.52,75.5,79.4,84.47333333333334,422789.0333333334,0.3221557967353687
36005033602,1269.0,570.0,1,65.96,75.33333333333333,73.4,71.56444444444445,90815.28,0.06919921421206587
36005033700,2570.0,941.0,0,59.3,66.5,83.0,69.60000000000001,178872.00000000003,0.13629646734052517
36005033801,2262.0,942.0,1,79.21000000000001,75.33333333333333,79.4,77.98111111111112,176393.27333333335,0.13440773300441095
36005033802,1829.0,577.0,1,97.54,75.33333333333333,77.6,83.49111111111112,152705.24222222224,0.11635798257563003
36005034000,5580.0,1843.0,1,99.21,75.33333333333333,78.8,84.44777777777777,471218.6,0.35905804444042655
36005034200,1639.0,637.0,1,62.27,75.33333333333333,78.6,72.06777777777778,118119.08777777778,0.09000410567107492
36005034300,1800.0,595.0,0,71.65,66.5,83.0,73.71666666666667,132690.0,0.10110681521654748
36005034400,1993.0,627.0,1,83.64,75.33333333333333,78.0,78.9911111111111,157429.2844444444,0.1199575971964559
36005034500,3816.0,1484.0,0,88.79,66.5,80.0,78.43,299288.88,0.22805143934378969
36005034800,6177.0,2076.0,1,90.91,75.16666666666667,77.6,81.22555555555554,501730.2566666666,0.38230724507760644
