Tract,Population,Households,PM25,Ozone,Diesel_PM,NO2,Toxic_Air_Releases,Superfund_Prox,RMP_Prox,HazWaste_Prox,Percent_HHLeadPaint,Traffic_Prox,DW_Noncomp,WW_Discharge,Socioecon_Percentile,HHVuln_Percentile,Minority_Percentile,HouseType_Percentile,cluster,Is_DAC
36047112800,4235.0,1462.0,36.0,71.0,98.0,90.0,40.0,88.0,0.0,91.0,98.0,88.0,93.0,74.0,90.13,35.09,96.86,36.48,0,1
36047113000,4279.0,1642.0,37.0,71.0,98.0,90.0,40.0,88.0,0.0,91.0,76.0,87.0,93.0,75.0,89.08,70.49,98.75,90.08,0,1
36047113200,2444.0,808.0,37.0,71.0,98.0,90.0,40.0,88.0,0.0,91.0,68.0,88.0,93.0,75.0,69.45,83.31,96.16,86.09,0,1
36047113400,2798.0,1015.0,38.0,71.0,98.0,93.0,46.0,90.0,0.0,91.0,67.0,88.0,93.0,75.0,94.4,92.3,96.98,97.73,0,1
36047114201,1514.0,633.0,38.0,72.0,98.0,95.0,40.0,94.0,0.0,93.0,97.0,93.0,93.0,76.0,66.19,54.71,95.58,81.22,0,1
36047114202,2772.0,954.0,37.0,72.0,98.0,94.0,40.0,93.0,0.0,93.0,99.0,92.0,93.0,75.0,52.17,97.16,94.88,89.11,0,1
36047114400,2841.0,826.0,38.0,72.0,98.0,94.0,44.0,91.0,0.0,92.0,86.0,90.0,93.0,75.0,88.07000000000001,41.25,97.43,97.48,0,1
36047114600,3000.0,826.0,37.0,72.0,98.0,97.0,40.0,92.0,0.0,92.0,96.0,91.0,93.0,75.0,60.21,87.58,96.98,90.39,0,1
36047115000,2816.0,892.0,36.0,72.0,98.0,91.0,40.0,90.0,0.0,92.0,79.0,89.0,93.0,75.0,79.39,52.99,98.08,83.38,0,1
36047115200,3229.0,1091.0,37.0,72.0,98.0,93.0,41.0,90.0,0.0,92.0,81.0,89.0,93.0,75.0,77.42,76.78,92.52,67.36,0,1
36047115600,4249.0,1791.0,37.0,72.0,98.0,93.0,46.0,90.0,0.0,91.0,74.0,89.0,93.0,75.0,87.47,94.84,99.45,89.64,0,1
36047115800,2644.0,867.0,37.0,71.0,98.0,92.0,42.0,90.0,0.0,91.0,93.0,88.0,93.0,75.0,91.97,98.34,98.53,97.97,0,1
36047116000,2759.0,938.0,36.0,72.0,98.0,91.0,40.0,89.0,0.0,91.0,69.0,88.0,93.0,75.0,79.36,89.21,95.67,88.42999999999999,0,1
36047116200,2635.0,910.0,36.0,72.0,98.0,88.0,40.0,89.0,0.0,91.0,72.0,88.0,93.0,74.0,85.5,60.59,99.54,71.71,0,1
36047116400,3685.0,1197.0,35.0,72.0,98.0,88.0,39.0,89.0,0.0,91.0,75.0,88.0,93.0,74.0,64.09,76.3,96.77,85.75,0,1
36047116600,3053.0,1099.0,36.0,72.0,98.0,93.0,40.0,89.0,0.0,92.0,57.0,89.0,93.0,74.0,75.29,45.14,97.54,85.75,0,1
36047116800,2493.0,669.0,36.0,72.0,98.0,95.0,40.0,91.0,0.0,92.0,81.0,91.0,93.0,75.0,65.24,65.83,98.3,65.85,0,1
36047117000,1965.0,741.0,36.0,72.0,98.0,95.0,40.0,91.0,0.0,92.0,98.0,91.0,93.0,75.0,72.89,44.61,97.54,70.72,0,1
36047117201,2365.0,764.0,36.0,72.0,98.0,94.0,40.0,92.0,0.0,93.0,96.0,91.0,93.0,75.0,61.01,79.61,96.77,75.61,0,1
36047117202,4784.0,1542.0,36.0,72.0,98.0,93.0,40.0,91.0,0.0,93.0,95.0,91.0,93.0,75.0,81.65,65.47,98.88,95.8,0,1
36047117400,4193.0,1334.0,36.0,72.0,98.0,94.0,39.0,91.0,0.0,94.0,96.0,92.0,93.0,75.0,53.83,62.49,93.85,71.83,0,1
36047117601,3334.0,1015.0,35.0,73.0,98.0,93.0,39.0,90.0,0.0,95.0,89.0,91.0,93.0,74.0,67.19000000000001,78.73,97.2,86.32,0,1
36047117602,3043.0,997.0,35.0,73.0,98.0,93.0,39.0,90.0,0.0,94.0,91.0,91.0,93.0,74.0,92.89,93.05,92.02,63.77,0,1
36047117800,1803.0,559.0,35.0,72.0,98.0,94.0,39.0,89.0,0.0,97.0,97.0,92.0,93.0,74.0,82.85,83.82,96.43,80.22,0,1
36047118201,3200.0,957.0,35.0,73.0,98.0,94.0,39.0,90.0,0.0,93.0,99.0,91.0,93.0,74.0,47.7,46.07,97.2,57.92,2,1
36047118202,3022.0,948.0,35.0,73.0,98.0,93.0,39.0,89.0,0.0,93.0,99.0,91.0,93.0,74.0,65.13,72.08,91.69,80.7,0,1
36047118400,4812.0,1633.0,34.0,73.0,98.0,92.0,39.0,89.0,0.0,94.0,98.0,91.0,93.0,74.0,86.82,48.14,93.6,56.38,0,1
36047118600,3578.0,810.0,34.0,73.0,98.0,90.0,39.0,87.0,0.0,93.0,96.0,91.0,93.0,74.0,61.27,95.49,97.43,81.67,0,1
36047118800,5217.0,1253.0,34.0,72.0,98.0,89.0,39.0,87.0,0.0,92.0,83.0,90.0,93.0,74.0,77.48,48.41,91.39,82.77,0,1
36047119000,1866.0,755.0,34.0,72.0,98.0,92.0,39.0,89.0,0.0,94.0,86.0,92.0,93.0,74.0,86.95,98.79,97.43,89.92,0,1
36047119200,4014.0,1153.0,35.0,72.0,98.0,94.0,39.0,89.0,0.0,93.0,78.0,90.0,93.0,74.0,71.53,81.22,97.43,65.53999999999999,0,1
36047119400,5488.0,1493.0,35.0,72.0,98.0,89.0,39.0,88.0,0.0,92.0,73.0,89.0,93.0,74.0,85.14,74.42999999999999,98.3,83.3,0,1
36047119600,5712.0,2107.0,35.0,72.0,98.0,91.0,39.0,88.0,0.0,92.0,75.0,90.0,93.0,74.0,74.59,38.26,97.54,92.34,0,1
36047119800,3851.0,1159.0,37.0,72.0,98.0,96.0,41.0,92.0,0.0,92.0,96.0,92.0,93.0,75.0,97.14,64.13,93.92,95.2,0,1
36047120000,2838.0,969.0,34.0,72.0,97.0,91.0,39.0,87.0,0.0,91.0,78.0,90.0,93.0,74.0,73.78,35.709999999999994,98.42,96.34,0,1
36047120200,2025.0,541.0,34.0,73.0,97.0,91.0,39.0,86.0,0.0,91.0,94.0,90.0,93.0,73.0,70.5,51.55,96.98,33.739999999999995,2,1
36047120801,5308.0,1432.0,34.0,72.0,98.0,91.0,39.0,86.0,0.0,90.0,81.0,88.0,93.0,74.0,62.69,70.91,97.97,61.94,0,1
36047120802,4534.0,1661.0,33.0,72.0,97.0,90.0,39.0,84.0,0.0,89.0,28.0,89.0,93.0,0.0,76.91,78.11,99.54,78.58000000000001,2,1
36047120803,1951.0,567.0,33.0,72.0,93.0,92.0,38.0,84.0,0.0,89.0,45.0,90.0,93.0,0.0,29.8,2.0500000000000003,90.32,96.72,2,1
36047121000,4188.0,1641.0,34.0,72.0,98.0,86.0,39.0,87.0,0.0,91.0,88.0,88.0,93.0,74.0,93.92,97.31,99.54,79.3,0,1
36047121400,4649.0,1566.0,33.0,72.0,95.0,89.0,39.0,84.0,0.0,89.0,85.0,88.0,93.0,0.0,66.5,92.61,99.12,78.12,2,1
36047122000,7200.0,2366.0,33.0,72.0,92.0,81.0,39.0,84.0,0.0,89.0,52.0,88.0,93.0,6.0,68.0,48.43,99.54,92.85,2,1
36047123700,9448.0,1271.0,46.0,71.0,99.0,99.0,45.0,94.0,0.0,98.0,45.0,94.0,93.0,93.0,76.75999999999999,34.71,6.550000000000001,77.22,3,1
36047150200,2730.0,1055.0,44.0,69.0,98.0,98.0,45.0,91.0,32.0,94.0,95.0,91.0,93.0,78.0,21.66,38.23,21.12,47.14,3,0
36047152200,3407.0,1402.0,42.0,69.0,98.0,95.0,43.0,89.0,0.0,92.0,86.0,87.0,93.0,77.0,6.68,4.8,69.14,91.16,3,0
36061000201,2666.0,878.0,48.0,69.0,99.0,99.0,47.0,96.0,44.0,98.0,93.0,95.0,93.0,95.0,85.63,93.74,91.54,97.6,0,1
36061000202,7001.0,3293.0,48.0,70.0,99.0,99.0,47.0,95.0,38.0,98.0,94.0,95.0,93.0,96.0,83.09,85.7,83.13000000000001,97.37,0,1
36061000600,10751.0,5191.0,49.0,69.0,99.0,99.0,48.0,96.0,45.0,98.0,74.0,95.0,93.0,96.0,95.29,86.92999999999999,92.17,96.18,0,1
36061000700,8674.0,4873.0,49.0,68.0,97.0,98.0,50.0,97.0,60.0,98.0,87.0,93.0,93.0,90.0,5.42,0.6,47.39,91.03,3,0
36061000800,8713.0,4293.0,49.0,69.0,99.0,99.0,48.0,96.0,46.0,98.0,99.0,95.0,93.0,95.0,97.63,63.24,89.45,93.75,0,1
36061000900,1824.0,864.0,48.0,68.0,97.0,97.0,51.0,98.0,62.0,98.0,76.0,93.0,93.0,90.0,1.03,2.53,57.49999999999999,94.93,3,0
36061001001,1696.0,788.0,48.0,70.0,99.0,99.0,47.0,95.0,32.0,98.0,98.0,96.0,93.0,96.0,11.63,10.21,49.26,65.38000000000001,3,1
36061001002,5989.0,2483.0,48.0,70.0,99.0,99.0,47.0,95.0,32.0,98.0,95.0,95.0,93.0,96.0,93.12,99.09,96.69,92.99,0,1
36061001200,4157.0,1954.0,49.0,70.0,99.0,99.0,47.0,95.0,39.0,98.0,92.0,95.0,93.0,95.0,49.36,92.0,63.09,85.37,3,1
36061001300,4861.0,2707.0,49.0,68.0,96.0,99.0,52.0,98.0,63.0,98.0,94.0,94.0,93.0,89.0,12.79,1.01,55.37,75.07000000000001,3,0
36061001401,3165.0,1648.0,49.0,69.0,99.0,99.0,48.0,96.0,45.0,98.0,67.0,94.0,93.0,95.0,21.58,61.94,46.32,85.57000000000001,3,0
36061001402,3286.0,1733.0,49.0,69.0,99.0,99.0,48.0,96.0,44.0,98.0,78.0,95.0,93.0,95.0,66.67,88.41,80.86,99.06,0,1
36061001501,7721.0,3318.0,49.0,69.0,96.0,99.0,49.0,96.0,55.0,99.0,62.0,95.0,93.0,95.0,30.43,43.75,63.98,98.44,3,1
36061001502,8623.0,4099.0,49.0,68.0,96.0,99.0,49.0,97.0,57.0,99.0,67.0,94.0,93.0,95.0,16.68,1.85,54.67,97.75,3,0
36061001600,7720.0,3523.0,49.0,69.0,99.0,99.0,48.0,96.0,46.0,98.0,73.0,95.0,93.0,95.0,88.26,49.830000000000005,82.52000000000001,93.56,3,1
36061001800,6948.0,3075.0,49.0,69.0,99.0,99.0,48.0,96.0,45.0,98.0,90.0,95.0,93.0,94.0,70.11,36.61,78.66,97.65,3,1
36061002000,4689.0,2021.0,49.0,70.0,99.0,99.0,47.0,95.0,28.0,98.0,95.0,95.0,93.0,96.0,89.02,98.37,97.43,79.94,0,1
36061002100,7275.0,3155.0,50.0,69.0,96.0,99.0,52.0,98.0,62.0,98.0,60.0,94.0,93.0,94.0,0.0699999999999999,2.17,53.82,75.07000000000001,3,0
36061002201,6748.0,3022.0,49.0,70.0,99.0,99.0,47.0,95.0,39.0,98.0,61.0,94.0,93.0,95.0,80.17999999999999,80.28,79.56,91.62,0,1
36061002202,2521.0,1032.0,49.0,70.0,99.0,99.0,47.0,96.0,43.0,98.0,77.0,94.0,93.0,95.0,37.97,4.14,63.09,97.61,3,1
36061002400,4311.0,1837.0,48.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,99.0,95.0,93.0,96.0,91.11,99.97,96.61,69.89999999999999,0,1
36061002500,5162.0,1980.0,49.0,69.0,98.0,99.0,48.0,96.0,47.0,98.0,99.0,96.0,93.0,95.0,89.02,99.9,95.97,98.01,0,1
36061002601,4592.0,1969.0,49.0,70.0,99.0,99.0,47.0,96.0,39.0,98.0,79.0,94.0,93.0,95.0,86.67,65.59,83.81,94.71,0,1
36061002602,3632.0,1846.0,49.0,70.0,99.0,99.0,47.0,96.0,28.0,98.0,89.0,93.0,93.0,96.0,56.02,23.34,59.78,97.57,3,1
36061002700,1203.0,616.0,49.0,69.0,97.0,99.0,49.0,96.0,47.0,98.0,61.0,95.0,93.0,95.0,73.33,92.17,84.44,97.85,0,0
36061002800,6364.0,3129.0,49.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,68.0,94.0,93.0,96.0,68.24,72.34,79.25999999999999,95.07,0,1
36061002901,1113.0,87.0,49.0,69.0,96.0,99.0,50.0,96.0,47.0,99.0,40.0,94.0,93.0,94.0,91.19,39.5,77.03,98.89,0,1
36061002902,3885.0,1844.0,49.0,69.0,96.0,99.0,51.0,96.0,47.0,99.0,94.0,94.0,93.0,94.0,94.48,70.88,91.39,77.48,0,1
36061003001,3868.0,2248.0,49.0,69.0,99.0,99.0,48.0,96.0,44.0,98.0,90.0,94.0,93.0,95.0,41.99,2.76,61.53999999999999,88.62,3,0
36061003002,3062.0,1724.0,50.0,70.0,99.0,99.0,48.0,96.0,44.0,98.0,88.0,94.0,93.0,95.0,59.1,52.42,67.09,91.78,3,1
36061003100,2667.0,730.0,49.0,69.0,96.0,99.0,51.0,97.0,55.0,99.0,62.0,94.0,93.0,94.0,41.44,2.4,69.63000000000001,98.01,3,0
36061003200,7523.0,4600.0,50.0,70.0,99.0,99.0,47.0,96.0,44.0,99.0,84.0,93.0,93.0,95.0,46.83,20.59,42.55,87.53999999999999,3,0
36061003300,5787.0,2605.0,50.0,69.0,96.0,99.0,52.0,97.0,60.0,98.0,86.0,94.0,93.0,94.0,3.01,6.83,39.79,66.35,3,0
36061003400,6647.0,3748.0,50.0,70.0,99.0,99.0,47.0,96.0,32.0,99.0,87.0,93.0,93.0,95.0,35.05,2.45,54.67,86.42,3,0
36061003601,2942.0,1454.0,49.0,69.0,99.0,99.0,48.0,96.0,45.0,98.0,79.0,94.0,93.0,94.0,65.45,70.15,79.42,95.94,0,1
36061003602,3409.0,1467.0,50.0,69.0,99.0,99.0,48.0,96.0,45.0,99.0,85.0,94.0,93.0,94.0,66.12,30.98,55.65,97.81,3,0
36061003700,3380.0,1830.0,50.0,68.0,96.0,99.0,52.0,98.0,61.0,99.0,75.0,95.0,93.0,94.0,4.66,6.75,49.6,57.79,3,0
36061003800,8199.0,4683.0,50.0,70.0,99.0,99.0,48.0,96.0,44.0,99.0,97.0,93.0,93.0,95.0,59.89,11.78,61.36000000000001,93.49,3,1
36061003900,6935.0,3092.0,50.0,68.0,96.0,99.0,52.0,99.0,62.0,98.0,80.0,94.0,93.0,94.0,18.84,71.11,60.42999999999999,62.580000000000005,3,0
36061004001,3035.0,1959.0,50.0,70.0,99.0,99.0,48.0,96.0,44.0,99.0,99.0,93.0,93.0,95.0,20.52,2.35,48.56,75.05,3,0
36061004002,6067.0,2019.0,50.0,69.0,99.0,99.0,48.0,96.0,44.0,99.0,98.0,94.0,93.0,95.0,22.0,2.41,61.27,93.05,3,0
36061004100,7051.0,3263.0,50.0,69.0,97.0,99.0,50.0,96.0,46.0,98.0,98.0,94.0,93.0,94.0,71.04,26.36,66.23,97.23,3,0
36061004200,5243.0,1550.0,50.0,69.0,99.0,99.0,48.0,96.0,44.0,99.0,77.0,94.0,93.0,95.0,30.130000000000003,0.62,66.11,97.45,3,0
36061004300,3494.0,2292.0,50.0,69.0,97.0,99.0,50.0,96.0,46.0,98.0,88.0,94.0,93.0,94.0,56.14,22.32,61.18,80.28999999999999,3,0
36061004400,15945.0,8209.0,49.0,70.0,99.0,99.0,47.0,96.0,25.0,99.0,99.0,94.0,96.0,96.0,6.819999999999999,2.51,41.81,67.36,3,0
36061004500,1226.0,490.0,50.0,69.0,95.0,99.0,51.0,96.0,46.0,98.0,98.0,94.0,93.0,94.0,28.72,23.56,46.57,92.07,3,0
36061004700,2466.0,1514.0,50.0,69.0,95.0,99.0,51.0,97.0,54.0,98.0,97.0,94.0,93.0,94.0,13.900000000000002,0.86,36.18,68.26,3,0
36061004800,6413.0,2784.0,50.0,70.0,99.0,99.0,47.0,96.0,36.0,99.0,73.0,94.0,93.0,95.0,9.54,6.11,50.59,95.75,3,0
36061004900,4323.0,2454.0,50.0,69.0,95.0,99.0,51.0,97.0,51.0,99.0,96.0,94.0,93.0,94.0,8.66,4.5600000000000005,35.91,97.95,3,0
36061005000,4892.0,2754.0,51.0,69.0,99.0,99.0,47.0,96.0,38.0,99.0,79.0,94.0,93.0,95.0,6.710000000000001,2.24,41.93,93.1,3,0
36061005200,3128.0,1207.0,51.0,69.0,98.0,99.0,50.0,96.0,44.0,99.0,86.0,94.0,93.0,95.0,20.0,3.5900000000000003,54.77,94.12,3,0
36061005400,4713.0,2745.0,51.0,69.0,97.0,99.0,51.0,97.0,45.0,99.0,69.0,93.0,93.0,95.0,6.77,7.090000000000001,47.73,93.54,3,0
36061005501,4987.0,1916.0,50.0,69.0,95.0,99.0,51.0,97.0,46.0,99.0,76.0,93.0,93.0,94.0,23.41,1.14,62.67,97.56,3,0
36061005502,1918.0,1117.0,50.0,69.0,97.0,99.0,50.0,96.0,45.0,99.0,91.0,94.0,93.0,94.0,19.43,15.81,54.05,94.23,3,0
36061005600,4319.0,2407.0,51.0,70.0,99.0,99.0,48.0,96.0,33.0,99.0,90.0,94.0,93.0,96.0,43.97,9.27,60.77,90.59,3,0
36061005700,2957.0,1478.0,50.0,69.0,98.0,99.0,49.0,96.0,45.0,99.0,61.0,93.0,93.0,95.0,10.39,1.4500000000000002,26.31,88.57000000000001,3,0
36061005800,4237.0,2371.0,51.0,69.0,97.0,99.0,51.0,96.0,33.0,99.0,54.0,93.0,93.0,95.0,8.260000000000002,3.34,65.05,58.41,3,0
36061005900,5001.0,2433.0,50.0,69.0,95.0,99.0,51.0,96.0,45.0,99.0,90.0,93.0,93.0,95.0,9.86,1.82,39.66,96.76,3,0
36061006000,5630.0,2408.0,49.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,99.0,95.0,93.0,96.0,9.1,86.97,42.55,64.89,3,0
36061006100,5218.0,2305.0,51.0,69.0,97.0,99.0,50.0,96.0,45.0,99.0,91.0,93.0,93.0,95.0,10.0,3.55,59.68,92.66,3,0
36061006200,4234.0,1256.0,50.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,24.0,96.0,93.0,97.0,76.18,10.71,74.68,97.78,3,1
36061006300,5799.0,3327.0,51.0,69.0,96.0,99.0,51.0,97.0,45.0,99.0,95.0,93.0,93.0,95.0,3.3300000000000005,5.79,28.65,98.1,3,0
36061006400,7513.0,4348.0,50.0,70.0,99.0,99.0,47.0,96.0,29.0,99.0,79.0,94.0,93.0,96.0,29.91,13.93,48.69,89.42999999999999,3,0
36061006500,6088.0,3041.0,51.0,69.0,95.0,99.0,51.0,97.0,48.0,99.0,98.0,93.0,93.0,94.0,35.35,0.63,36.64,97.79,3,0
36061006600,11615.0,6780.0,51.0,70.0,99.0,99.0,47.0,96.0,25.0,99.0,61.0,95.0,93.0,96.0,17.380000000000003,10.66,60.42999999999999,87.94999999999999,3,0
36061006700,5020.0,3268.0,50.0,69.0,95.0,99.0,52.0,97.0,56.0,99.0,95.0,93.0,93.0,94.0,13.44,4.97,37.78,87.94,3,0
36061006800,7265.0,3453.0,51.0,70.0,99.0,99.0,47.0,96.0,32.0,99.0,87.0,94.0,93.0,96.0,16.57,3.1,55.55,87.63,3,0
36061006900,2491.0,1092.0,51.0,68.0,96.0,99.0,52.0,99.0,61.0,99.0,88.0,93.0,93.0,94.0,10.24,0.51,41.46,93.08,3,0
36061007001,3928.0,2098.0,51.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,51.0,96.0,93.0,97.0,4.3,2.32,28.18,94.59,3,0
36061007002,3657.0,2227.0,51.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,71.0,95.0,93.0,96.0,27.41,1.23,59.0,84.74000000000001,3,0
36061007100,4995.0,2646.0,51.0,69.0,97.0,99.0,51.0,97.0,48.0,99.0,88.0,93.0,93.0,95.0,9.71,0.8200000000000001,44.27,95.05,3,0
36061007200,7035.0,4179.0,51.0,70.0,99.0,99.0,47.0,96.0,28.0,99.0,66.0,95.0,93.0,96.0,2.8400000000000003,0.92,52.2,86.58,3,0
36061007300,5683.0,3548.0,51.0,69.0,95.0,99.0,52.0,98.0,57.0,99.0,98.0,93.0,93.0,94.0,36.4,0.54,40.49,75.42999999999999,3,0
36061007400,5056.0,2699.0,51.0,70.0,99.0,99.0,47.0,96.0,31.0,99.0,75.0,94.0,93.0,96.0,22.25,1.31,46.45,94.16,3,0
36061007500,3692.0,2396.0,51.0,68.0,96.0,99.0,52.0,99.0,61.0,99.0,81.0,93.0,93.0,94.0,14.21,7.07,34.06,83.05,3,0
36061007600,2442.0,1386.0,52.0,70.0,98.0,99.0,49.0,96.0,33.0,99.0,87.0,94.0,93.0,96.0,42.83,16.61,71.09,95.0,3,0
36061007700,5706.0,3372.0,51.0,69.0,97.0,99.0,52.0,97.0,52.0,99.0,97.0,93.0,93.0,95.0,13.56,1.34,31.83,87.97,3,0
36061007800,9023.0,4821.0,51.0,70.0,99.0,99.0,46.0,96.0,0.0,99.0,60.0,97.0,93.0,97.0,9.08,1.14,67.81,88.9,3,0
36061007900,4211.0,2461.0,52.0,68.0,97.0,99.0,52.0,99.0,60.0,99.0,88.0,93.0,93.0,94.0,20.06,1.85,41.17,74.49,3,0
36061008000,5137.0,2887.0,51.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,88.0,95.0,93.0,96.0,6.260000000000001,1.24,51.98,95.92,3,0
36061008100,6639.0,3998.0,51.0,69.0,97.0,99.0,51.0,97.0,45.0,99.0,90.0,93.0,93.0,95.0,5.82,3.99,41.7,93.39,3,0
36061008200,3551.0,1850.0,52.0,70.0,99.0,99.0,47.0,96.0,27.0,99.0,89.0,95.0,93.0,96.0,20.74,2.2,71.09,76.63,3,0
36061008300,3798.0,2171.0,52.0,69.0,97.0,99.0,52.0,98.0,57.0,99.0,75.0,93.0,93.0,95.0,77.92999999999999,62.91,74.21,76.64,3,1
36061008400,1590.0,813.0,52.0,70.0,99.0,99.0,48.0,96.0,32.0,99.0,65.0,94.0,92.0,96.0,10.6,9.62,65.93,99.84,3,0
36061008601,3127.0,1650.0,50.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,27.0,98.0,93.0,97.0,29.15,2.54,65.34,69.32000000000001,3,0
36061008603,4765.0,2550.0,51.0,71.0,99.0,99.0,46.0,95.0,0.0,99.0,82.0,96.0,93.0,98.0,0.64,10.72,47.39,57.24,3,0
36061008700,6133.0,3597.0,52.0,69.0,97.0,99.0,51.0,97.0,45.0,99.0,86.0,93.0,93.0,95.0,30.4,1.02,50.14999999999999,60.72,3,0
36061008800,7491.0,4800.0,51.0,70.0,99.0,99.0,46.0,96.0,0.0,99.0,84.0,96.0,93.0,97.0,15.35,5.07,58.26,74.69,3,0
36061008900,6314.0,3201.0,52.0,69.0,97.0,99.0,52.0,98.0,49.0,99.0,89.0,93.0,93.0,95.0,55.78,9.73,54.67,95.47,3,0
36061009000,6947.0,4200.0,52.0,71.0,99.0,99.0,46.0,95.0,0.0,99.0,67.0,95.0,93.0,97.0,39.87,11.03,49.05,93.4,3,0
36061009100,6654.0,3661.0,52.0,69.0,97.0,99.0,51.0,97.0,37.0,99.0,80.0,93.0,93.0,95.0,19.3,6.569999999999999,53.22,97.32,3,0
36061009200,1436.0,903.0,52.0,70.0,99.0,99.0,46.0,95.0,0.0,99.0,77.0,95.0,93.0,97.0,12.58,3.08,59.21,89.22,3,0
36061009300,9632.0,5523.0,52.0,69.0,97.0,99.0,52.0,97.0,46.0,99.0,90.0,93.0,93.0,95.0,46.24,47.0,55.17999999999999,89.53,3,0
36061009400,89.0,36.0,52.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,79.0,94.0,93.0,96.0,20.58,0.0,69.63000000000001,37.62,3,0
36061009500,3217.0,1342.0,52.0,69.0,97.0,99.0,51.0,96.0,34.0,99.0,73.0,93.0,93.0,95.0,22.43,1.2,47.73,95.99,3,0
36061009600,310.0,169.0,52.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,52.0,94.0,93.0,96.0,42.69,10.36,75.51,78.14,3,1
36061009700,4565.0,2714.0,52.0,69.0,97.0,99.0,51.0,97.0,34.0,99.0,68.0,93.0,93.0,95.0,32.64,93.75,72.04,77.16,3,1
36061009800,8116.0,4317.0,52.0,70.0,99.0,99.0,46.0,95.0,0.0,99.0,75.0,95.0,93.0,97.0,26.76,18.07,47.88,94.92,3,0
36061009901,1800.0,902.0,52.0,68.0,97.0,99.0,52.0,98.0,59.0,99.0,41.0,93.0,93.0,95.0,0.8099999999999999,1.5599999999999998,25.94,93.99,3,1
36061009902,3057.0,2011.0,53.0,68.0,97.0,99.0,52.0,98.0,58.0,99.0,25.0,93.0,96.0,95.0,29.57,3.03,63.81,57.720000000000006,3,1
36061009903,916.0,542.0,53.0,69.0,97.0,99.0,52.0,98.0,52.0,99.0,23.0,95.0,93.0,95.0,43.66,5.04,70.77,95.12,3,1
36061010000,1636.0,1091.0,52.0,71.0,99.0,99.0,46.0,95.0,0.0,99.0,94.0,95.0,93.0,97.0,23.04,2.0,63.48,86.22999999999999,3,0
36061010100,1824.0,1043.0,52.0,69.0,97.0,99.0,51.0,96.0,33.0,99.0,18.0,93.0,93.0,96.0,52.21,1.71,77.14999999999999,99.83,3,0
36061010200,243.0,160.0,52.0,70.0,99.0,99.0,47.0,96.0,0.0,99.0,72.0,94.0,93.0,97.0,25.47,26.94,30.11,95.4,3,0
36061010300,2648.0,1483.0,52.0,69.0,97.0,99.0,51.0,97.0,34.0,99.0,60.0,94.0,93.0,95.0,21.99,1.85,62.67,96.91,3,0
36061010400,741.0,502.0,53.0,70.0,99.0,99.0,47.0,96.0,0.0,98.0,81.0,95.0,93.0,97.0,4.12,20.55,50.36000000000001,84.39999999999999,3,0
36061010601,7366.0,4158.0,51.0,71.0,99.0,99.0,46.0,95.0,0.0,99.0,85.0,97.0,93.0,98.0,2.77,15.38,22.72,60.97,3,0
36061010602,4992.0,2133.0,52.0,71.0,99.0,99.0,46.0,94.0,0.0,99.0,72.0,97.0,93.0,98.0,2.4,19.33,55.08,95.2,3,0
36061010801,3164.0,1731.0,52.0,71.0,99.0,99.0,46.0,95.0,0.0,99.0,71.0,96.0,93.0,97.0,14.78,1.99,46.7,89.56,3,0
36061010802,4352.0,2198.0,52.0,71.0,99.0,98.0,46.0,94.0,0.0,99.0,83.0,97.0,93.0,97.0,19.45,18.25,32.41,70.82000000000001,3,0
36061010803,1876.0,948.0,52.0,71.0,99.0,98.0,46.0,95.0,0.0,99.0,50.0,97.0,93.0,97.0,11.42,3.95,36.93,71.98,3,0
36061010900,210.0,87.0,52.0,69.0,97.0,99.0,51.0,96.0,33.0,99.0,85.0,94.0,93.0,96.0,47.84,0.5700000000000001,68.37,94.54,3,1
36061011000,7303.0,3934.0,53.0,71.0,99.0,98.0,46.0,94.0,0.0,99.0,72.0,97.0,93.0,97.0,10.3,6.550000000000001,55.87,85.03,3,0
36061011100,4899.0,2824.0,53.0,69.0,97.0,99.0,51.0,97.0,40.0,99.0,65.0,95.0,93.0,96.0,45.97,9.67,65.63,97.79,3,0
36061011201,936.0,530.0,53.0,70.0,99.0,99.0,47.0,96.0,0.0,98.0,76.0,95.0,93.0,97.0,8.5,50.91,42.970000000000006,50.48,3,0
36061011202,488.0,278.0,53.0,70.0,99.0,99.0,46.0,95.0,0.0,98.0,76.0,96.0,93.0,97.0,1.29,5.4,18.62,51.03,3,0
36061011203,1076.0,582.0,52.0,70.0,99.0,98.0,46.0,95.0,0.0,99.0,74.0,96.0,93.0,97.0,11.72,3.51,32.73,60.22,3,0
36061011300,137.0,46.0,53.0,70.0,97.0,99.0,51.0,96.0,32.0,99.0,43.0,94.0,93.0,96.0,97.99,68.67,86.53,79.38,0,0
