Tract,Population,Households,PM25,Ozone,Diesel_PM,Toxic_Air_Releases,Percent_HHLeadPaint,Superfund_Prox,RMP_Prox,HazWaste_Prox,WW_Discharge,NO2,DW_Noncomp,Traffic_Prox,Is_DAC,Socioecon_Percentile,HHVuln_Percentile,Minority_Percentile,HouseType_Percentile,Vulnerability_Percentile
36047011901,1431.0,584.0,46.0,69.0,99.0,46.0,87.0,98.0,35.0,99.0,83.0,98.0,93.0,92.0,1,45.300000000000004,9.48,59.3,98.68,62.82
36047012000,1218.0,311.0,42.0,67.0,98.0,47.0,97.0,83.0,34.0,90.0,77.0,93.0,93.0,90.0,0,89.95,24.2,96.33,62.67,77.39
36047012100,1953.0,852.0,46.0,69.0,99.0,46.0,89.0,98.0,35.0,98.0,82.0,98.0,93.0,93.0,0,39.45,3.0,60.150000000000006,46.32,25.650000000000002
36047012200,5183.0,1546.0,43.0,67.0,98.0,47.0,89.0,85.0,36.0,91.0,77.0,93.0,93.0,93.0,1,95.5,46.75,93.19,76.75,88.42
36047012600,2664.0,806.0,42.0,67.0,98.0,47.0,97.0,83.0,36.0,89.0,77.0,93.0,93.0,94.0,0,94.82000000000001,41.23,80.16,86.2,88.64
36047012700,3828.0,1666.0,46.0,69.0,99.0,46.0,72.0,98.0,34.0,98.0,83.0,98.0,93.0,92.0,1,67.78,64.18,76.51,91.19,82.04
36047012801,2080.0,766.0,42.0,67.0,98.0,47.0,88.0,83.0,34.0,89.0,76.0,93.0,93.0,93.0,0,87.72,89.79,81.37,73.61999999999999,90.38000000000001
36047012901,2614.0,913.0,46.0,69.0,99.0,46.0,90.0,96.0,34.0,97.0,83.0,98.0,93.0,93.0,0,16.37,6.35,57.68,65.25999999999999,24.23
36047012902,3056.0,1407.0,46.0,69.0,99.0,45.0,78.0,95.0,33.0,97.0,83.0,98.0,93.0,93.0,0,17.62,9.49,66.36999999999999,86.69,37.63
36047013000,4949.0,1715.0,42.0,67.0,98.0,47.0,98.0,83.0,36.0,89.0,77.0,92.0,93.0,91.0,0,84.53,79.82000000000001,63.0,95.8,92.15
36047013100,3581.0,1789.0,46.0,69.0,99.0,46.0,97.0,96.0,34.0,98.0,82.0,98.0,93.0,92.0,0,45.019999999999996,29.04,56.18,68.41000000000001,51.129999999999995
36047013200,2480.0,716.0,42.0,67.0,98.0,47.0,99.0,79.0,34.0,89.0,76.0,93.0,93.0,93.0,0,85.09,65.68,69.77,67.53,81.07
36047013300,4517.0,1804.0,46.0,69.0,99.0,46.0,91.0,96.0,34.0,98.0,82.0,97.0,93.0,91.0,0,6.63,9.28,42.67,66.97999999999999,18.82
36047013400,4343.0,1380.0,42.0,67.0,98.0,47.0,98.0,82.0,35.0,89.0,76.0,92.0,93.0,92.0,0,56.510000000000005,75.82,61.44,87.32,76.47
36047013500,3985.0,1506.0,46.0,69.0,99.0,46.0,91.0,97.0,34.0,98.0,82.0,98.0,93.0,91.0,0,9.68,14.24,48.8,64.09,23.23
36047013600,3973.0,1489.0,42.0,66.0,97.0,47.0,99.0,82.0,35.0,88.0,76.0,93.0,93.0,89.0,0,55.87,47.160000000000004,55.37,84.89999999999999,67.84
36047013700,3411.0,1486.0,46.0,69.0,99.0,45.0,95.0,97.0,34.0,97.0,81.0,98.0,93.0,92.0,0,30.630000000000003,6.87,53.52,87.92,41.8
36047013800,3670.0,1286.0,42.0,66.0,97.0,47.0,98.0,81.0,35.0,87.0,76.0,92.0,93.0,89.0,0,62.39,51.449999999999996,54.269999999999996,82.88,70.69
36047013900,3412.0,1400.0,45.0,69.0,99.0,45.0,94.0,96.0,35.0,97.0,81.0,99.0,93.0,92.0,0,6.88,2.97,55.37,84.39999999999999,20.54
36047014000,1831.0,767.0,41.0,67.0,97.0,47.0,99.0,76.0,33.0,87.0,75.0,95.0,93.0,91.0,0,80.10000000000001,77.03999999999999,40.489999999999995,97.00999999999999,88.88000000000001
36047014101,1178.0,473.0,45.0,69.0,99.0,45.0,92.0,95.0,35.0,97.0,81.0,99.0,93.0,93.0,0,42.82,4.68,62.93,93.75,51.43
36047014102,1805.0,831.0,45.0,69.0,99.0,45.0,81.0,95.0,35.0,97.0,81.0,99.0,93.0,95.0,0,26.919999999999998,95.56,67.61,83.83,70.65
36047014200,3496.0,1290.0,41.0,66.0,97.0,47.0,96.0,81.0,34.0,87.0,75.0,91.0,93.0,91.0,0,64.92999999999999,77.44,65.63,86.3,80.25999999999999
36047014300,3882.0,1473.0,45.0,69.0,99.0,46.0,92.0,96.0,35.0,98.0,81.0,99.0,93.0,96.0,1,54.769999999999996,13.01,72.42,71.35000000000001,54.08
36047014500,4367.0,1901.0,45.0,68.0,99.0,46.0,88.0,96.0,36.0,97.0,80.0,99.0,93.0,94.0,1,20.89,8.63,56.06,90.24,39.48
36047014700,2404.0,855.0,45.0,69.0,99.0,45.0,87.0,94.0,35.0,96.0,80.0,98.0,93.0,92.0,1,21.85,10.36,51.449999999999996,79.39,34.699999999999996
36047014800,1202.0,431.0,40.0,67.0,97.0,46.0,97.0,76.0,32.0,86.0,75.0,89.0,93.0,85.0,0,64.16,69.5,55.279999999999994,40.83,61.27
36047014901,1644.0,663.0,45.0,69.0,99.0,45.0,90.0,94.0,34.0,96.0,80.0,98.0,93.0,91.0,0,15.98,5.8999999999999995,46.94,62.56,21.34
36047014902,4275.0,1868.0,45.0,69.0,99.0,45.0,90.0,94.0,34.0,96.0,80.0,98.0,93.0,92.0,0,40.8,8.08,50.7,80.88,44.06
36047015000,1711.0,594.0,40.0,67.0,97.0,46.0,94.0,75.0,32.0,85.0,75.0,90.0,93.0,85.0,0,79.77,65.23,56.84,43.94,69.78999999999999
36047015100,4149.0,1768.0,45.0,69.0,99.0,45.0,99.0,94.0,34.0,97.0,80.0,98.0,93.0,91.0,0,9.719999999999999,14.77,36.18,77.01,26.1
36047015200,2638.0,974.0,40.0,66.0,97.0,47.0,89.0,75.0,33.0,85.0,75.0,91.0,93.0,94.0,0,64.22,26.58,66.17,85.02,68.42
36047015300,2645.0,1102.0,45.0,69.0,99.0,45.0,99.0,95.0,34.0,98.0,81.0,98.0,93.0,91.0,0,24.2,8.41,46.57,79.79,34.089999999999996
36047015500,3693.0,1463.0,45.0,69.0,99.0,45.0,99.0,95.0,33.0,97.0,81.0,96.0,93.0,91.0,0,9.45,3.55,41.58,52.09,12.01
36047015700,4996.0,2168.0,46.0,69.0,99.0,45.0,99.0,95.0,33.0,97.0,81.0,96.0,93.0,91.0,0,0.73,7.2700000000000005,50.260000000000005,76.91,15.28
36047015900,5232.0,2480.0,46.0,70.0,99.0,45.0,99.0,94.0,33.0,97.0,81.0,97.0,93.0,91.0,0,8.49,2.82,44.269999999999996,78.72,17.740000000000002
36047016000,4603.0,1767.0,41.0,66.0,97.0,47.0,95.0,79.0,34.0,85.0,75.0,89.0,93.0,94.0,0,57.830000000000005,19.05,66.51,76.24,59.199999999999996
36047016100,3729.0,1539.0,46.0,69.0,99.0,45.0,98.0,95.0,33.0,97.0,82.0,98.0,93.0,92.0,0,15.57,15.709999999999999,54.559999999999995,88.48,38.79
36047016200,2289.0,1127.0,40.0,66.0,96.0,47.0,91.0,79.0,33.0,84.0,74.0,90.0,93.0,93.0,0,43.07,47.22,67.75,77.07000000000001,60.06
36047016300,4004.0,1751.0,46.0,70.0,99.0,45.0,90.0,94.0,32.0,96.0,82.0,99.0,93.0,92.0,0,30.79,8.790000000000001,53.22,99.36,56.21000000000001
36047016400,997.0,209.0,40.0,66.0,97.0,47.0,57.0,78.0,32.0,86.0,74.0,86.0,93.0,91.0,0,10.65,34.88,61.73,50.06,27.27
36047016500,6356.0,2450.0,45.0,69.0,99.0,45.0,99.0,94.0,32.0,96.0,80.0,96.0,93.0,91.0,0,5.8500000000000005,2.59,44.67,82.3,16.84
36047016600,1830.0,686.0,41.0,67.0,97.0,46.0,98.0,76.0,33.0,87.0,75.0,94.0,93.0,87.0,0,18.91,27.800000000000004,35.28,11.62,12.770000000000001
36047016700,4756.0,2300.0,45.0,69.0,99.0,45.0,98.0,93.0,33.0,96.0,80.0,96.0,93.0,91.0,0,31.39,4.109999999999999,47.52,71.89999999999999,30.56
36047016800,2122.0,817.0,39.0,66.0,97.0,46.0,86.0,66.0,0.0,85.0,73.0,84.0,93.0,87.0,0,27.87,69.31,55.55,20.32,33.46
36047016900,5635.0,2059.0,44.0,69.0,99.0,45.0,97.0,92.0,33.0,95.0,79.0,98.0,93.0,91.0,0,19.41,17.23,27.13,58.68,25.380000000000003
36047017000,3417.0,1074.0,40.0,66.0,97.0,46.0,99.0,72.0,0.0,85.0,74.0,87.0,93.0,85.0,0,58.209999999999994,77.42999999999999,71.09,51.190000000000005,66.45
36047017100,4271.0,1634.0,44.0,69.0,99.0,44.0,95.0,92.0,32.0,94.0,79.0,98.0,93.0,90.0,0,25.53,53.72,49.05,78.34,49.96
36047017200,3098.0,986.0,39.0,66.0,97.0,45.0,93.0,71.0,0.0,84.0,74.0,88.0,93.0,83.0,0,70.05,34.31,73.1,68.58999999999999,67.83
36047017400,2293.0,731.0,39.0,66.0,97.0,45.0,93.0,66.0,0.0,84.0,68.0,88.0,93.0,84.0,0,49.89,55.620000000000005,67.75,52.44,56.66
36047017600,2428.0,841.0,39.0,66.0,97.0,45.0,91.0,65.0,0.0,83.0,0.0,88.0,93.0,84.0,1,68.86,24.42,59.0,71.84,63.660000000000004
36047017800,2812.0,861.0,39.0,67.0,97.0,45.0,86.0,67.0,0.0,83.0,74.0,90.0,93.0,82.0,0,84.94,83.44,74.76,95.77,93.75
36047017900,4119.0,1422.0,46.0,70.0,99.0,46.0,49.0,95.0,32.0,97.0,83.0,99.0,93.0,93.0,1,73.08,71.78,79.36999999999999,99.78,93.4
36047018000,3145.0,1113.0,39.0,67.0,97.0,45.0,90.0,70.0,0.0,84.0,74.0,90.0,93.0,82.0,0,85.8,82.36,69.3,59.230000000000004,82.92
36047018100,4037.0,2043.0,46.0,70.0,99.0,46.0,99.0,95.0,33.0,97.0,84.0,99.0,93.0,93.0,0,30.53,5.6899999999999995,52.400000000000006,89.09,41.03
36047018200,3332.0,1096.0,39.0,67.0,97.0,45.0,97.0,75.0,0.0,84.0,74.0,92.0,93.0,82.0,0,81.37,56.3,80.86,51.519999999999996,74.22999999999999
36047018300,2741.0,1291.0,46.0,70.0,99.0,46.0,94.0,94.0,32.0,98.0,85.0,99.0,93.0,94.0,0,11.64,1.3299999999999998,59.11,70.7,15.17
36047018400,2112.0,789.0,40.0,67.0,97.0,45.0,96.0,75.0,0.0,85.0,74.0,90.0,93.0,83.0,0,69.06,92.80000000000001,71.7,24.81,68.58
36047018501,4791.0,1806.0,47.0,70.0,99.0,46.0,92.0,95.0,33.0,98.0,93.0,99.0,93.0,96.0,1,88.94,97.83,91.12,96.27,98.53
36047018600,2115.0,680.0,40.0,67.0,97.0,45.0,98.0,75.0,0.0,85.0,74.0,92.0,93.0,83.0,0,75.08,27.73,73.76,58.660000000000004,65.62
36047018700,1460.0,520.0,47.0,70.0,99.0,46.0,93.0,94.0,32.0,98.0,93.0,99.0,93.0,96.0,1,63.57000000000001,6.08,68.03,96.00999999999999,66.31
36047018800,2867.0,1092.0,40.0,67.0,97.0,45.0,97.0,76.0,0.0,86.0,75.0,92.0,93.0,84.0,0,70.25,37.580000000000005,68.03,48.8,61.31999999999999
36047019000,4614.0,1574.0,40.0,67.0,97.0,45.0,90.0,77.0,0.0,87.0,75.0,93.0,93.0,84.0,0,97.24000000000001,68.25,81.47,86.79,94.02000000000001
36047019100,2852.0,1161.0,46.0,70.0,99.0,45.0,75.0,94.0,0.0,98.0,93.0,99.0,93.0,96.0,1,30.570000000000004,11.83,69.14,96.09,54.230000000000004
36047019200,2792.0,729.0,41.0,67.0,98.0,46.0,81.0,79.0,32.0,89.0,76.0,94.0,93.0,86.0,0,97.72999999999999,83.35000000000001,77.08,86.41,95.84
36047019300,5774.0,2483.0,46.0,70.0,99.0,45.0,81.0,94.0,0.0,97.0,92.0,99.0,93.0,93.0,1,60.49,9.06,73.18,96.27,68.15
36047019400,3149.0,1081.0,41.0,67.0,98.0,46.0,82.0,78.0,32.0,88.0,76.0,93.0,93.0,86.0,0,90.0,75.96000000000001,88.47,81.33,90.79
36047019500,3506.0,1718.0,46.0,70.0,99.0,46.0,99.0,94.0,25.0,97.0,92.0,99.0,93.0,94.0,0,34.68,19.15,66.23,79.34,48.42
36047019600,4845.0,1586.0,41.0,67.0,97.0,45.0,93.0,77.0,32.0,87.0,76.0,93.0,93.0,85.0,0,79.85,90.05,77.32,93.37,92.77
36047019700,3680.0,1742.0,46.0,70.0,99.0,45.0,99.0,94.0,29.0,97.0,84.0,99.0,93.0,93.0,0,14.790000000000001,9.92,61.96,87.69,35.96
36047019800,2057.0,697.0,40.0,67.0,97.0,46.0,98.0,76.0,32.0,86.0,75.0,92.0,93.0,85.0,0,55.00000000000001,23.78,71.09,44.09,48.13
36047019900,3582.0,1951.0,46.0,70.0,99.0,45.0,79.0,94.0,30.0,97.0,83.0,99.0,93.0,92.0,1,28.64,14.2,68.5,87.22,47.53
36047020000,2306.0,707.0,41.0,67.0,97.0,46.0,98.0,77.0,32.0,87.0,75.0,92.0,93.0,85.0,0,80.38,74.2,74.03,72.41,82.43
36047020100,4254.0,1990.0,46.0,70.0,99.0,45.0,96.0,94.0,0.0,96.0,83.0,99.0,93.0,92.0,0,41.33,2.33,65.93,63.99,31.830000000000002
36047020200,1780.0,631.0,41.0,67.0,97.0,46.0,94.0,77.0,33.0,87.0,75.0,92.0,93.0,86.0,0,53.849999999999994,83.93,64.56,26.810000000000002,56.64
36047020300,2057.0,805.0,45.0,70.0,99.0,45.0,70.0,94.0,0.0,96.0,82.0,99.0,93.0,92.0,0,9.81,7.720000000000001,62.67,84.25,29.26
36047020400,1842.0,695.0,41.0,67.0,97.0,46.0,94.0,77.0,33.0,87.0,76.0,94.0,93.0,87.0,0,34.55,46.94,55.97,43.43,41.06
36047020500,3555.0,1580.0,45.0,70.0,99.0,44.0,89.0,93.0,0.0,96.0,81.0,99.0,93.0,91.0,0,4.41,4.02,58.81999999999999,86.9,21.82
36047020600,2499.0,812.0,41.0,67.0,97.0,46.0,99.0,78.0,34.0,88.0,76.0,94.0,93.0,89.0,0,65.05,78.18,56.55,85.99,79.27
36047020700,4562.0,2296.0,45.0,70.0,99.0,44.0,96.0,93.0,26.0,96.0,81.0,98.0,93.0,91.0,0,11.450000000000001,3.39,49.480000000000004,52.11,13.600000000000001
36047020800,3148.0,1220.0,41.0,67.0,98.0,46.0,97.0,78.0,33.0,88.0,76.0,93.0,93.0,87.0,0,57.36,57.86,73.3,56.69,63.14999999999999
36047021000,4041.0,1226.0,41.0,67.0,98.0,46.0,91.0,79.0,33.0,88.0,76.0,94.0,93.0,88.0,0,93.74,62.07,80.39,88.64999999999999,91.83
36047021100,2604.0,1121.0,47.0,70.0,99.0,46.0,82.0,95.0,31.0,99.0,94.0,99.0,93.0,97.0,1,62.25000000000001,37.980000000000004,80.92,89.83,74.58
36047021200,3986.0,1275.0,42.0,67.0,98.0,46.0,90.0,79.0,33.0,89.0,76.0,94.0,93.0,88.0,0,94.26,43.79,83.86,88.17,89.72
36047021300,4650.0,2025.0,44.0,70.0,99.0,43.0,93.0,92.0,0.0,94.0,79.0,99.0,93.0,90.0,0,62.86000000000001,9.86,84.17999999999999,87.71,65.45
36047021400,2565.0,529.0,42.0,67.0,98.0,46.0,95.0,80.0,33.0,90.0,76.0,94.0,93.0,87.0,0,78.72,49.419999999999995,63.33,66.32000000000001,73.49
36047021500,6014.0,2728.0,45.0,70.0,99.0,44.0,97.0,93.0,0.0,95.0,81.0,98.0,93.0,91.0,0,53.239999999999995,4.62,67.53,72.11,45.87
36047021600,3982.0,918.0,42.0,67.0,98.0,46.0,93.0,80.0,33.0,91.0,77.0,94.0,93.0,86.0,0,86.44,50.61,37.93,90.99000000000001,83.36
36047021700,3736.0,1767.0,45.0,70.0,99.0,44.0,88.0,92.0,0.0,95.0,80.0,99.0,93.0,91.0,1,66.63,34.11,75.98,89.96,75.08
36047021800,3035.0,840.0,42.0,67.0,98.0,46.0,95.0,85.0,33.0,92.0,77.0,94.0,93.0,86.0,0,69.25,45.26,30.73,82.52000000000001,69.16
36047021900,4191.0,1733.0,45.0,70.0,98.0,44.0,92.0,92.0,0.0,95.0,80.0,99.0,93.0,92.0,1,57.91,1.44,77.85,88.53999999999999,50.06
36047022000,4989.0,1149.0,42.0,68.0,98.0,46.0,89.0,86.0,33.0,93.0,77.0,94.0,93.0,86.0,0,90.23,24.73,33.92,89.98,79.41
36047022100,3703.0,1472.0,45.0,70.0,98.0,44.0,92.0,93.0,0.0,95.0,80.0,99.0,93.0,92.0,1,80.56,41.9,77.08,94.54,85.24000000000001
36047022200,4051.0,1072.0,42.0,68.0,98.0,45.0,89.0,89.0,33.0,94.0,77.0,94.0,93.0,86.0,0,77.72,84.59,36.480000000000004,92.55,86.59
36047022400,5656.0,1285.0,42.0,68.0,98.0,45.0,86.0,89.0,33.0,94.0,77.0,93.0,93.0,87.0,0,88.89,44.15,36.35,91.75999999999999,83.66
36047022600,2469.0,556.0,42.0,68.0,98.0,45.0,83.0,89.0,32.0,96.0,77.0,94.0,93.0,87.0,0,79.19,50.79,68.5,84.13000000000001,80.46
36047022700,4360.0,1926.0,45.0,70.0,99.0,44.0,84.0,93.0,0.0,96.0,82.0,99.0,93.0,91.0,0,52.2,8.09,73.61999999999999,92.24,60.209999999999994
36047022800,3632.0,813.0,42.0,68.0,98.0,44.0,94.0,88.0,0.0,94.0,77.0,95.0,93.0,86.0,0,86.47,68.91000000000001,54.269999999999996,95.75,90.36
36047022900,3490.0,1541.0,45.0,70.0,99.0,44.0,94.0,93.0,0.0,96.0,82.0,99.0,93.0,92.0,0,48.22,3.4000000000000004,64.96,86.35000000000001,47.339999999999996
36047023000,4243.0,959.0,42.0,68.0,98.0,45.0,95.0,88.0,27.0,94.0,77.0,95.0,93.0,85.0,0,94.32000000000001,74.9,44.519999999999996,68.13,85.39999999999999
36047023100,3475.0,1683.0,46.0,70.0,99.0,45.0,87.0,94.0,0.0,96.0,83.0,99.0,93.0,92.0,0,42.51,3.39,66.74,82.54,42.53
36047023200,6422.0,1181.0,42.0,68.0,98.0,45.0,87.0,88.0,29.0,93.0,77.0,95.0,93.0,85.0,0,77.55,28.64,16.91,84.2,68.33
36047023300,6821.0,2188.0,46.0,70.0,99.0,45.0,77.0,94.0,0.0,97.0,83.0,99.0,93.0,92.0,1,75.16000000000001,56.220000000000006,77.21000000000001,90.88000000000001,83.55
36047023400,5275.0,1382.0,41.0,68.0,98.0,45.0,87.0,86.0,32.0,92.0,76.0,93.0,93.0,85.0,0,85.11999999999999,43.08,15.370000000000001,95.47,81.3
36047023500,5183.0,1363.0,46.0,71.0,99.0,45.0,73.0,94.0,0.0,97.0,93.0,99.0,93.0,93.0,1,75.59,50.480000000000004,38.25,94.75,80.36
36047023600,6342.0,1472.0,41.0,68.0,98.0,45.0,94.0,86.0,30.0,91.0,76.0,94.0,93.0,85.0,0,78.49000000000001,19.77,11.39,78.67,63.029999999999994
36047023800,4734.0,1125.0,41.0,68.0,98.0,45.0,84.0,85.0,26.0,90.0,76.0,94.0,93.0,84.0,0,83.42,23.849999999999998,12.47,76.92,66.72
36047024000,6050.0,1512.0,41.0,68.0,98.0,45.0,90.0,79.0,30.0,90.0,76.0,94.0,93.0,84.0,0,79.27,28.64,24.02,95.84,76.87
36047024100,2926.0,1090.0,46.0,71.0,98.0,44.0,78.0,94.0,0.0,97.0,93.0,99.0,93.0,93.0,1,90.75,7.4399999999999995,53.93,97.44,81.03
36047024200,2916.0,700.0,41.0,67.0,98.0,45.0,87.0,78.0,28.0,88.0,76.0,94.0,93.0,85.0,0,81.08999999999999,38.99,27.439999999999998,89.47,76.51
36047024300,4311.0,1965.0,45.0,70.0,98.0,44.0,89.0,94.0,0.0,96.0,82.0,98.0,93.0,92.0,1,71.15,33.0,79.82000000000001,86.66,75.77000000000001
36047024400,3478.0,963.0,40.0,67.0,98.0,44.0,96.0,76.0,0.0,87.0,75.0,93.0,93.0,83.0,0,90.55,60.83,43.88,87.46000000000001,86.33999999999999
36047024500,4488.0,1985.0,45.0,70.0,98.0,44.0,95.0,93.0,0.0,95.0,81.0,99.0,93.0,91.0,0,65.99000000000001,24.25,81.03,43.72,55.63
36047024600,3432.0,879.0,39.0,67.0,97.0,44.0,99.0,75.0,0.0,86.0,74.0,92.0,93.0,82.0,0,81.89,87.88,70.41,67.83,84.92
36047024700,2839.0,1306.0,44.0,70.0,98.0,43.0,85.0,93.0,0.0,95.0,81.0,99.0,93.0,92.0,1,66.0,13.209999999999999,80.65,94.28999999999999,72.15
36047024800,2479.0,746.0,40.0,68.0,97.0,45.0,98.0,76.0,0.0,87.0,75.0,93.0,93.0,84.0,0,91.2,72.86,65.79,72.69,86.53
36047024900,3892.0,1877.0,45.0,70.0,98.0,44.0,98.0,93.0,0.0,95.0,81.0,98.0,93.0,91.0,0,57.50999999999999,9.41,72.76,73.5,54.31
36047025000,1712.0,553.0,40.0,67.0,98.0,45.0,96.0,77.0,0.0,87.0,75.0,94.0,93.0,85.0,0,97.33000000000001,41.69,92.31,84.57000000000001,91.02
36047025100,4416.0,1696.0,45.0,70.0,98.0,44.0,80.0,94.0,0.0,96.0,82.0,98.0,93.0,91.0,1,83.27,28.87,82.74000000000001,91.47,83.06
36047025200,5057.0,1894.0,40.0,67.0,97.0,45.0,97.0,76.0,0.0,87.0,75.0,94.0,93.0,84.0,0,96.03,55.08,73.76,90.12,92.01
36047025300,3907.0,1333.0,45.0,71.0,98.0,44.0,82.0,94.0,0.0,97.0,93.0,99.0,93.0,92.0,1,78.64,68.28,73.3,80.77,82.83
36047025400,3145.0,1215.0,39.0,67.0,97.0,44.0,99.0,75.0,0.0,86.0,74.0,93.0,93.0,83.0,0,77.58,84.58,74.1,70.15,83.1
36047025500,5470.0,2148.0,46.0,71.0,98.0,44.0,98.0,94.0,0.0,98.0,93.0,99.0,93.0,93.0,1,97.02,86.8,96.98,72.84,94.83
36047025600,3005.0,1117.0,39.0,67.0,97.0,44.0,99.0,75.0,0.0,85.0,74.0,94.0,93.0,83.0,1,79.74,56.39999999999999,83.28,61.260000000000005,76.53
36047025700,2892.0,862.0,45.0,71.0,98.0,44.0,64.0,95.0,0.0,98.0,93.0,99.0,93.0,93.0,1,79.29,14.69,78.36,96.67999999999999,80.49
36047025800,4119.0,1476.0,39.0,67.0,97.0,44.0,99.0,73.0,0.0,85.0,74.0,93.0,93.0,81.0,0,95.91,85.25,74.45,96.24000000000001,97.36
36047025901,2144.0,789.0,45.0,71.0,98.0,44.0,74.0,95.0,0.0,97.0,93.0,99.0,93.0,92.0,1,90.89,11.5,74.91,96.69,84.65
36047025902,3530.0,1431.0,45.0,71.0,98.0,44.0,55.0,95.0,0.0,97.0,93.0,98.0,93.0,93.0,1,92.53,97.76,99.53999999999999,61.89,94.67999999999999
36047026000,3116.0,1068.0,40.0,67.0,97.0,45.0,98.0,76.0,0.0,85.0,74.0,93.0,93.0,82.0,0,82.66,87.07000000000001,77.78,61.83,84.32
36047026100,5504.0,2231.0,45.0,71.0,98.0,44.0,78.0,94.0,0.0,96.0,93.0,98.0,93.0,92.0,1,80.22,11.21,83.34,95.66,79.24
36047026200,2729.0,793.0,40.0,67.0,97.0,45.0,98.0,76.0,0.0,86.0,75.0,93.0,93.0,83.0,0,82.63000000000001,37.2,83.22,64.23,75.03
36047026300,2253.0,968.0,45.0,71.0,98.0,44.0,85.0,94.0,0.0,96.0,93.0,97.0,93.0,91.0,1,69.1,19.91,85.66,81.47999999999999,69.96
36047026400,4423.0,1582.0,40.0,67.0,97.0,45.0,98.0,75.0,0.0,85.0,74.0,93.0,93.0,82.0,0,92.07,47.71,76.17,70.22,83.07
36047026500,4187.0,1869.0,44.0,71.0,98.0,43.0,91.0,94.0,0.0,96.0,81.0,97.0,93.0,91.0,1,65.42,12.43,88.3,89.4,69.55
36047026600,3624.0,1118.0,39.0,67.0,97.0,44.0,88.0,72.0,0.0,84.0,74.0,93.0,93.0,81.0,0,86.33,46.800000000000004,78.08,81.58,83.38
36047026700,4701.0,1972.0,44.0,71.0,98.0,43.0,97.0,93.0,0.0,95.0,81.0,97.0,93.0,91.0,1,35.46,5.13,77.61,79.3,41.85
36047026800,4671.0,1602.0,39.0,67.0,97.0,44.0,98.0,70.0,0.0,84.0,74.0,92.0,93.0,81.0,0,92.29,68.23,68.22,86.31,90.21000000000001
36047026900,3038.0,1237.0,44.0,71.0,98.0,43.0,93.0,93.0,0.0,95.0,80.0,97.0,93.0,90.0,1,40.01,8.85,75.98,86.24000000000001,51.15
36047027000,2416.0,866.0,38.0,67.0,97.0,44.0,93.0,66.0,0.0,83.0,0.0,91.0,93.0,80.0,0,76.07000000000001,67.84,60.150000000000006,74.63,78.14
36047027100,3703.0,1373.0,44.0,71.0,98.0,43.0,58.0,93.0,0.0,95.0,80.0,98.0,93.0,91.0,1,66.08000000000001,49.68,86.08,94.87,81.89
36047027200,3980.0,1386.0,39.0,67.0,97.0,44.0,92.0,67.0,0.0,83.0,74.0,92.0,93.0,80.0,0,86.92999999999999,75.76,74.39,75.66000000000001,86.63
36047027300,3960.0,1440.0,44.0,71.0,98.0,43.0,93.0,93.0,0.0,95.0,80.0,97.0,93.0,91.0,1,56.49999999999999,31.52,87.0,68.19,62.25000000000001
36047027400,3451.0,943.0,39.0,67.0,97.0,45.0,95.0,72.0,0.0,84.0,74.0,92.0,93.0,81.0,0,81.36,96.99,75.57000000000001,78.29,91.58
36047027500,4695.0,1831.0,44.0,71.0,98.0,43.0,98.0,93.0,0.0,95.0,80.0,97.0,93.0,91.0,0,70.41,14.04,88.35,86.06,70.96000000000001
36047027600,3740.0,1348.0,39.0,67.0,97.0,45.0,99.0,74.0,0.0,84.0,74.0,92.0,93.0,81.0,0,94.43,59.85,78.19,88.72,91.72
36047027700,4198.0,1586.0,44.0,71.0,98.0,43.0,77.0,94.0,0.0,95.0,81.0,97.0,93.0,91.0,1,91.35,67.11,88.53,88.26,91.96
36047027800,3124.0,1149.0,39.0,67.0,97.0,45.0,85.0,67.0,0.0,83.0,74.0,91.0,93.0,81.0,0,84.95,83.46000000000001,72.28,72.3,86.33999999999999
36047027900,3711.0,1684.0,44.0,71.0,98.0,43.0,93.0,94.0,0.0,96.0,92.0,97.0,93.0,91.0,1,82.6,18.35,79.22,97.25,83.75
36047028000,1828.0,631.0,38.0,67.0,97.0,45.0,96.0,65.0,0.0,82.0,0.0,89.0,93.0,83.0,0,71.87,16.81,74.27,76.03,66.58
36047028100,5196.0,1818.0,44.0,71.0,98.0,43.0,77.0,95.0,0.0,96.0,93.0,97.0,93.0,92.0,1,91.81,76.23,88.84,96.19,95.94
36047028200,3092.0,1236.0,38.0,66.0,97.0,45.0,91.0,65.0,0.0,82.0,0.0,90.0,93.0,84.0,0,74.58,55.44,70.55,70.78999999999999,75.05
36047028300,4115.0,1595.0,45.0,71.0,98.0,43.0,89.0,95.0,0.0,97.0,93.0,98.0,93.0,92.0,1,93.17999999999999,89.77000000000001,86.3,96.00999999999999,97.61
36047028400,3328.0,1357.0,39.0,67.0,97.0,44.0,89.0,66.0,0.0,83.0,70.0,91.0,93.0,80.0,0,71.64,54.510000000000005,74.14,73.17,74.7
36047028501,459.0,226.0,45.0,71.0,98.0,44.0,73.0,95.0,0.0,97.0,93.0,98.0,93.0,93.0,1,74.53,32.22,75.98,76.4,72.65
36047028502,3451.0,1167.0,45.0,71.0,98.0,44.0,95.0,95.0,0.0,97.0,93.0,98.0,93.0,93.0,1,85.94000000000001,98.17,99.53999999999999,58.28,92.04
