Tract,Is_DAC,Pollution_Score,Hazardprox_Score,Vulnerability_Percentile,Cumulative_Burden_Score,Weighted_Burden_Norm,Cluster
36005006800,1,75.33333333333333,73.6,98.45,82.46111111111111,0.1566439757848377,0.0
36005006900,1,77.0,64.0,99.12,80.04,0.43411750689079254,0.0
36005007000,1,75.33333333333333,73.4,94.73,81.15444444444445,0.2392507320971258,0.0
36005007100,1,76.66666666666667,60.0,97.44,78.03555555555556,0.1707729964289426,0.0
36005007200,1,75.0,75.6,89.21,79.93666666666667,0.3761798754121829,0.0
36005007300,1,76.66666666666667,70.4,99.55,82.20555555555556,0.2783668119053651,0.0
36005007400,1,74.16666666666667,60.6,86.45,73.7388888888889,0.17935013526576554,0.0
36005007500,1,76.66666666666667,66.0,99.21,80.62555555555555,0.40977059531543103,0.0
36005007600,1,75.66666666666667,75.6,98.22,83.16222222222221,0.32374586122946225,0.0
36005007700,1,76.33333333333333,66.2,98.12,80.21777777777778,0.13239491822674224,0.0
36005007800,1,75.0,73.4,94.19,80.86333333333333,0.3845457881161822,0.0
36005007900,1,76.5,69.2,99.91,81.86999999999999,0.4420467225801806,0.0
36005008300,1,76.66666666666667,70.4,98.5,81.85555555555555,0.40941049314147465,0.0
36005008400,1,74.0,62.4,81.25,72.55,0.15539623737262054,0.0
36005008500,1,76.5,69.2,99.29,81.66333333333334,0.3575485006652014,0.0
36005008600,1,74.16666666666667,64.6,98.88,79.21555555555555,0.25979152040717207,0.0
36005008700,1,76.66666666666667,68.6,99.89,81.71888888888888,0.41576321854539544,0.0
36005008900,1,76.33333333333333,66.4,99.7,80.81111111111112,0.19944550953681245,0.0
36005009000,1,74.0,64.6,99.4,79.33333333333333,0.22318223956469815,0.0
36005009200,1,75.0,74.4,90.33,79.91000000000001,0.3628413320820238,0.0
36005009301,1,76.16666666666667,71.0,99.38,82.18222222222222,0.3172380725258393,0.0
36005009600,1,74.83333333333333,69.2,98.39,80.80777777777779,0.16871199587757219,0.0
36005009800,1,74.83333333333333,65.4,95.61,78.61444444444446,0.28244005236459463,0.0
36005011502,1,76.16666666666667,70.6,99.69,82.15222222222222,0.2655413851756109,0.0
36005011701,1,76.0,67.2,98.98,80.72666666666667,0.09282148164970357,0.0
36005011800,1,71.33333333333333,68.0,54.21,64.51444444444444,0.28502136089216185,2.0
36005011900,1,76.33333333333333,68.6,99.06,81.33111111111111,0.3816885623994119,0.0
36005012101,1,75.83333333333333,75.2,99.03,83.35444444444444,0.21690107571569112,0.0
36005012102,1,76.0,68.0,99.48,81.16000000000001,0.08268289650627453,0.0
36005012300,1,75.83333333333333,68.0,94.5,79.44444444444444,0.297528992140722,0.0
36005012500,1,76.16666666666667,70.0,96.92,81.0288888888889,0.2488210774832084,0.0
36005012701,1,76.33333333333333,71.0,98.78,82.03777777777778,0.15377694595555616,0.0
36005012901,1,76.5,64.6,99.75,80.28333333333333,0.33456118666864615,0.0
36005013000,0,72.33333333333333,66.2,63.72,67.41777777777777,0.06483000046507728,2.0
36005013100,1,76.33333333333333,62.8,98.92,79.35111111111111,0.29155631663915804,0.0
36005013200,1,72.16666666666667,64.0,60.06,65.4088888888889,0.36129097085703343,0.0
36005013300,1,76.5,66.6,96.74,79.94666666666666,0.3678203099820606,0.0
36005013500,1,76.5,70.0,98.85,81.78333333333333,0.1947408520594676,0.0
36005013800,1,71.66666666666667,65.2,74.44,70.43555555555555,0.15934717872472767,2.0
36005014100,1,76.66666666666667,62.0,98.15,78.9388888888889,0.4290475928839672,0.0
36005014300,1,76.66666666666667,68.2,99.54,81.4688888888889,0.1064628662262307,0.0
36005014400,1,72.5,67.0,99.78,79.76,0.38002818768704455,0.0
36005014500,1,76.33333333333333,72.4,99.91,82.88111111111111,0.405761589572629,0.0
36005014701,1,76.16666666666667,70.4,99.6,82.05555555555556,0.3529508019914736,0.0
36005014702,1,76.16666666666667,73.2,97.35,82.2388888888889,0.3278590724966166,0.0
36005014900,1,76.16666666666667,76.6,99.22,83.99555555555555,0.31470145568109864,0.0
36005015100,1,76.0,72.2,99.51,82.57,0.3235795342067161,0.0
36005015200,1,73.16666666666667,69.2,53.73,65.36555555555556,0.13278570947412774,2.0
36005015300,1,76.0,74.8,98.07,82.95666666666666,0.2630214971269937,0.0
36005015500,1,76.0,74.6,99.61,83.40333333333332,0.18703199522843492,0.0
36005015700,1,75.83333333333333,70.6,99.3,81.91111111111111,0.3445276893180983,0.0
36005015800,1,72.66666666666667,61.6,93.67,75.97888888888889,0.08458344911583819,0.0
36005015900,1,76.5,66.6,94.0,79.03333333333333,0.1335715844430293,0.0
36005016000,1,72.83333333333333,63.8,50.14999999999999,62.2611111111111,0.18516446927042146,2.0
36005016100,1,75.83333333333333,76.2,99.92,83.98444444444443,0.287334272949994,0.0
36005016200,1,73.0,66.0,69.0,69.33333333333333,0.09646840323000092,2.0
36005016400,1,73.33333333333333,67.8,64.67,68.60111111111111,0.053788416767194376,2.0
36005016500,1,76.16666666666667,75.4,99.24,83.60222222222222,0.07223923074880975,0.0
36005016600,1,74.0,69.8,70.89999999999999,71.56666666666666,0.13180432966473601,2.0
36005016700,1,76.16666666666667,70.2,99.75,82.03888888888889,0.22497996921603491,0.0
36005016900,1,76.16666666666667,74.2,98.08,82.81555555555555,0.11951822394698741,0.0
36005017300,1,76.83333333333333,71.8,99.89,82.8411111111111,0.40468203825528115,0.0
36005017500,1,76.83333333333333,71.6,98.46,82.29777777777777,0.3835286588550816,0.0
36005017701,1,76.33333333333333,79.0,99.86,85.06444444444445,0.30574276076608475,0.0
36005017702,1,76.33333333333333,76.4,99.37,84.03444444444445,0.3508973822711417,0.0
36005017901,1,76.33333333333333,77.8,97.84,83.99111111111111,0.326140687578632,0.0
36005017902,1,76.33333333333333,78.4,97.35,84.02777777777779,0.24432813549767093,0.0
36005018101,1,76.33333333333333,70.8,99.61,82.24777777777778,0.20148716516877266,0.0
36005018102,1,76.33333333333333,73.8,99.83,83.32111111111111,0.34620456254000864,0.0
36005018301,1,76.66666666666667,73.2,91.58,80.48222222222222,0.2860841808734606,0.0
36005018302,1,76.66666666666667,73.8,86.14,78.86888888888889,0.2211544984913841,0.0
36005018400,1,74.0,75.4,67.89,72.43,0.22545132012781352,0.0
36005018501,1,76.66666666666667,61.6,98.28,78.8488888888889,0.16720567780775872,0.0
36005018502,1,76.66666666666667,65.6,99.68,80.64888888888889,0.3880120405609579,0.0
36005018900,1,76.83333333333333,77.8,98.94,84.52444444444444,0.5448725441498234,0.0
36005019300,1,76.5,78.8,98.56,84.62,0.3825512328630844,0.0
36005019400,1,74.5,75.2,88.44999999999999,79.38333333333333,0.12521083540761427,0.0
36005019500,1,76.66666666666667,70.6,99.37,82.21222222222222,0.44746520919238053,0.0
36005019700,1,76.33333333333333,79.4,99.11,84.94777777777779,0.5068226564973332,0.0
36005019900,1,76.5,76.0,98.3,83.60000000000001,0.47750518518175344,0.0
36005020000,1,74.66666666666667,74.8,98.58,82.68222222222222,0.31091489915535586,0.0
36005020100,1,76.5,80.2,99.2,85.3,0.25140721271590744,0.0
36005020200,1,74.83333333333333,74.0,93.21,80.6811111111111,0.15848823179186908,0.0
36005020400,1,74.83333333333333,75.2,97.81,82.61444444444444,0.1896064865959037,0.0
36005020501,1,76.33333333333333,78.2,99.87,84.80111111111111,0.4698269488461607,0.0
36005020502,1,76.16666666666667,74.4,99.57,83.37888888888888,0.1655030751403201,0.0
36005020601,1,74.83333333333333,72.8,93.75,80.46111111111111,0.1549905901008624,0.0
36005020900,1,76.16666666666667,78.0,97.12,83.76222222222223,0.31063599162717276,0.0
36005021001,1,75.16666666666667,76.6,95.52,82.42888888888888,0.4958768305315193,0.0
36005021002,0,74.83333333333333,76.4,86.5,79.24444444444445,0.4785312812265851,0.0
36005021100,1,76.5,77.2,99.62,84.44,0.4032918532000669,0.0
36005021200,1,75.16666666666667,75.2,87.31,79.22555555555556,0.3003313131341455,0.0
36005021301,1,76.33333333333333,77.4,98.29,84.00777777777779,0.08468794165177433,0.0
36005021302,1,76.5,75.2,99.46,83.71999999999998,0.3793755995430693,0.0
36005021501,1,76.16666666666667,79.6,98.38,84.71555555555555,0.3011320966192138,0.0
36005021502,1,76.16666666666667,78.4,99.73,84.76555555555557,0.45122196307870116,0.0
36005021601,1,75.5,75.6,95.77,82.29,0.2772105878563133,0.0
36005021602,1,75.16666666666667,76.2,81.21000000000001,77.52555555555556,0.3599302116856222,0.0
36005021700,1,76.16666666666667,79.0,97.67,84.2788888888889,0.3449182629785309,0.0
36005021800,1,75.5,76.0,96.33,82.61,0.38001088317446957,0.0
36005021900,1,76.33333333333333,81.2,97.3,84.94444444444444,0.06142475449139178,0.0
36005022000,1,75.83333333333333,74.6,99.99,83.47444444444444,0.13624332701877367,0.0
36005022101,1,76.16666666666667,74.6,94.85,81.87222222222222,0.27599037292368406,0.0
36005022102,1,76.16666666666667,79.6,99.74,85.16888888888889,0.3986609830990341,0.0
36005022200,1,74.66666666666667,74.6,99.02,82.7622222222222,0.2101888594132225,0.0
36005022300,1,76.16666666666667,77.2,99.07,84.14555555555556,0.3492454799036707,0.0
36005022401,1,75.66666666666667,77.8,88.82,80.76222222222222,0.16246298325245243,0.0
36005022403,1,75.5,77.4,92.13,81.67666666666666,0.1865829135369831,0.0
36005022404,1,75.5,76.0,93.81,81.77,0.2987616476285533,0.0
36005022500,1,76.16666666666667,77.4,99.36,84.30888888888889,0.5841478645886052,0.0
36005022701,1,76.16666666666667,78.0,99.63,84.5988888888889,0.314318969990167,0.0
36005022702,1,76.16666666666667,79.2,95.9,83.75555555555556,0.0924749799302705,0.0
36005022703,1,76.16666666666667,79.0,96.76,83.97555555555556,0.13117436887058612,0.0
36005022800,1,75.5,76.6,64.09,72.06333333333333,0.3126063295370691,0.0
36005022901,1,76.16666666666667,78.4,97.7,84.08888888888889,0.3502276885754241,0.0
36005022902,1,76.33333333333333,77.6,98.96,84.29777777777777,0.2248798140262469,0.0
36005023000,1,75.66666666666667,75.8,93.64,81.70222222222223,0.17263385762238878,0.0
36005023100,1,76.16666666666667,77.8,99.56,84.50888888888889,0.1078597575314625,0.0
36005023200,1,75.33333333333333,76.0,98.75,83.3611111111111,0.15104890508399582,0.0
36005023301,1,76.16666666666667,80.8,99.35,85.43888888888888,0.2647719663841602,0.0
36005023302,1,76.16666666666667,80.0,99.3,85.15555555555557,0.2430653183942771,0.0
36005023501,1,76.16666666666667,79.4,94.21,83.25888888888888,0.20897601449781356,0.0
36005023502,1,76.16666666666667,78.0,98.95,84.37222222222222,0.28641082799509565,0.0
36005023600,1,75.66666666666667,76.2,94.87,82.24555555555555,0.10741513848915116,0.0
36005023702,1,76.0,80.0,96.87,84.29,0.07424652372839569,0.0
36005023703,1,75.83333333333333,77.6,99.76,84.39777777777778,0.33530827782148304,0.0
36005023704,1,76.0,78.6,98.97,84.52333333333333,0.24151834289000626,0.0
36005023800,1,75.33333333333333,76.4,80.42,77.38444444444445,0.1385092961731257,0.0
36005023900,1,75.83333333333333,79.2,99.71,84.91444444444444,0.5950726574311791,0.0
36005024000,1,75.5,75.6,88.92,80.00666666666666,0.27890706253011144,0.0
36005024100,1,76.16666666666667,79.0,98.89,84.68555555555555,0.41769298791822784,0.0
36005024300,1,76.16666666666667,77.8,99.49,84.48555555555555,0.32587184662193064,0.0
36005024400,1,75.16666666666667,76.2,74.3,75.22222222222223,0.13016838903588115,0.0
36005024501,1,76.16666666666667,79.0,99.75,84.97222222222223,0.3067062298673438,0.0
36005024502,1,76.16666666666667,79.6,97.71,84.49222222222221,0.24091439601304296,0.0
36005024600,0,75.16666666666667,76.8,81.33,77.76555555555557,0.12094071177497856,0.0
36005024700,1,76.16666666666667,77.2,87.72999999999999,80.36555555555556,0.11812570554686104,0.0
36005024800,0,75.33333333333333,75.8,89.96,80.36444444444443,0.19852682355569862,0.0
36005025000,0,75.16666666666667,74.8,54.96,68.30888888888889,0.13179021275869,0.0
36005025100,1,76.16666666666667,78.2,97.93,84.0988888888889,0.4230018115527726,0.0
36005025200,1,74.83333333333333,75.4,69.61,73.28111111111112,0.14099238747407755,0.0
36005025300,1,75.83333333333333,79.2,99.43,84.82111111111111,0.38869559378360197,0.0
36005025400,0,75.0,76.2,80.88,77.36,0.1180110761681704,0.0
36005025500,1,76.0,78.0,99.88,84.62666666666667,0.4691184019097476,0.0
36005025600,1,75.0,75.0,90.72,80.24,0.09421841528702736,0.0
36005025700,1,76.0,80.0,76.34,77.44666666666667,0.10179678598434147,0.0
36005026100,0,76.0,76.6,70.52000000000001,74.37333333333333,0.11311495317855574,0.0
36005026300,1,75.83333333333333,80.0,99.39,85.07444444444444,0.4475505972551891,0.0
36005026400,1,74.16666666666667,73.2,73.05,73.47222222222223,0.340159948727912,0.0
36005026500,1,75.83333333333333,80.6,98.42,84.95111111111112,0.46865134347209964,0.0
36005026601,0,74.5,71.0,90.97,78.82333333333334,0.17676134411761324,0.0
36005026602,1,74.33333333333333,71.8,92.55,79.56111111111112,0.31966923928272245,0.0
36005026701,1,75.66666666666667,82.4,95.64,84.56888888888888,0.23404464083013102,0.0
36005026702,1,75.5,82.0,96.19,84.56333333333333,0.5070419308074912,0.0
36005026900,1,75.83333333333333,81.0,99.1,85.3111111111111,0.25768045623049807,0.0
36005027300,1,75.66666666666667,82.2,98.88,85.58222222222223,0.48321900163391374,0.0
36005027401,0,73.33333333333333,73.4,40.400000000000006,62.37777777777779,0.23261413445727,2.0
36005027402,0,73.0,72.4,64.99000000000001,70.13000000000001,0.18767247554745123,0.0
36005027600,1,73.33333333333333,73.4,78.64999999999999,75.12777777777778,0.003263004218013674,0.0
36005027700,1,75.5,82.0,98.47,85.32333333333334,0.265974211343728,0.0
36005027900,1,75.0,80.4,97.92,84.44,0.4912465378402218,0.0
36005028100,0,75.16666666666667,81.6,81.39999999999999,79.38888888888887,0.21111903263082613,0.0
36005028300,1,75.5,80.4,98.11,84.67,0.1891628124058862,0.0
36005028500,0,74.66666666666667,78.2,67.33,73.39888888888889,0.20240456594757275,0.0
36005028600,0,75.0,76.4,45.42,65.60666666666667,0.04749127340009253,2.0
36005028700,1,75.5,81.0,93.39,83.29666666666667,0.21135576215580668,0.0
36005028800,0,75.0,74.0,67.19000000000001,72.06333333333333,0.1528712491535571,0.0
36005028900,1,75.66666666666667,79.8,99.41,84.9588888888889,0.3149444105635313,0.0
36005029301,0,75.16666666666667,82.4,43.71,67.09222222222222,0.09519060564588393,3.0
36005029302,0,75.33333333333333,78.6,68.03,73.98777777777778,0.3086642584515234,3.0
36005029500,0,74.5,81.4,54.33,70.07666666666667,0.2461061011418865,3.0
36005029600,1,74.83333333333333,72.4,81.19,76.14111111111112,0.12595669892978273,0.0
36005029700,0,74.83333333333333,82.8,78.19,78.60777777777777,0.24240465752035417,0.0
36005030000,1,74.0,72.6,81.77,76.12333333333333,0.3887446786909382,0.0
36005030100,0,75.33333333333333,81.2,56.46,70.99777777777778,0.08477269473320265,3.0
36005030201,1,72.16666666666667,67.6,78.08,72.61555555555555,0.19487729939838405,0.0
36005030202,1,71.5,64.0,84.25,73.25,0.30234911463225383,0.0
36005030701,0,72.16666666666667,81.4,39.39,64.31888888888888,0.2737673810024319,3.0
36005030900,0,71.66666666666667,77.4,55.88,68.31555555555555,0.18541964966102878,3.0
36005031000,1,74.5,75.8,42.35,64.21666666666667,0.22371557312560889,0.0
36005031200,0,74.83333333333333,76.6,65.2,72.21111111111111,0.09766627443782142,0.0
36005031400,0,74.83333333333333,77.2,63.44,71.82444444444444,0.1228110274178559,0.0
36005031600,0,74.83333333333333,76.6,69.03,73.48777777777778,0.10678445720279511,0.0
36005031800,0,75.0,77.2,47.85,66.68333333333332,0.09776076813362297,0.0
36005032300,0,66.0,81.6,49.120000000000005,65.57333333333334,0.22899149625823756,3.0
36005032400,1,75.0,78.2,97.52,83.57333333333332,0.19683801014391386,0.0
36005032600,1,75.16666666666667,77.4,73.31,75.29222222222222,0.19219281994279347,0.0
36005032800,1,75.5,77.0,98.59,83.69666666666667,0.25529128460218004,0.0
36005033000,1,75.5,74.6,97.64,82.58,0.33211347822348625,0.0
36005033201,1,75.5,76.4,96.25,82.71666666666667,0.3188599258811126,0.0
36005033202,1,75.5,74.0,98.47,82.65666666666667,0.23076800144527856,0.0
36005033400,1,75.66666666666667,61.8,57.84,65.10222222222222,0.001885044670973967,0.0
36005033500,0,72.33333333333333,84.0,72.66,76.3311111111111,0.12126902339447164,0.0
36005033601,1,75.5,79.4,98.52,84.47333333333334,0.3221557967353687,0.0
36005033602,1,75.33333333333333,73.4,65.96,71.56444444444445,0.06919921421206587,0.0
36005033700,0,66.5,83.0,59.3,69.60000000000001,0.13629646734052517,0.0
36005033801,1,75.33333333333333,79.4,79.21000000000001,77.98111111111112,0.13440773300441095,0.0
36005033802,1,75.33333333333333,77.6,97.54,83.49111111111112,0.11635798257563003,0.0
36005034000,1,75.33333333333333,78.8,99.21,84.44777777777777,0.35905804444042655,0.0
36005034200,1,75.33333333333333,78.6,62.27,72.06777777777778,0.09000410567107492,0.0
36005034300,0,66.5,83.0,71.65,73.71666666666667,0.10110681521654748,0.0
36005034400,1,75.33333333333333,78.0,83.64,78.9911111111111,0.1199575971964559,0.0
36005034500,0,66.5,80.0,88.79,78.43,0.22805143934378969,0.0
36005034800,1,75.16666666666667,77.6,90.91,81.22555555555554,0.38230724507760644,0.0
36005035000,0,75.16666666666667,77.4,58.830000000000005,70.46555555555555,0.1123798233816393,0.0
36005035100,0,71.16666666666667,79.2,52.91,67.75888888888889,0.19805559286706145,3.0
36005035600,1,72.83333333333333,76.0,67.19000000000001,72.00777777777778,0.12043595745603076,0.0
36005035800,0,73.0,75.0,71.31,73.10333333333334,0.43342587247178227,0.0
36005035900,1,75.83333333333333,70.0,99.85,81.89444444444443,0.1755984874763841,0.0
36005036000,1,74.83333333333333,77.8,84.00999999999999,78.88111111111111,0.1908955258903769,0.0
36005036100,1,75.66666666666667,70.2,99.43,81.76555555555557,0.35338560168172056,0.0
36005036300,1,75.66666666666667,74.2,99.44,83.10222222222222,0.4179887630917963,0.0
36005036400,0,73.5,78.6,83.81,78.63666666666667,0.14913934420525082,0.0
36005036501,1,75.66666666666667,73.6,99.79,83.0188888888889,0.26543282706555743,0.0
36005036502,1,75.83333333333333,75.8,99.69,83.77444444444444,0.16596906257604005,0.0
36005036700,1,76.0,75.0,98.58,83.19333333333333,0.15467516521682126,0.0
36005036800,1,73.66666666666667,79.2,97.89,83.58555555555556,0.1453413233023479,0.0
36005036901,1,76.0,74.2,99.79,83.33,0.12927703773322496,0.0
36005036902,1,76.33333333333333,72.4,99.68,82.80444444444446,0.15136523248823883,0.0
36005037000,1,75.5,78.6,78.55,77.55,0.1464874994060384,0.0
36005037100,1,75.83333333333333,71.6,99.95,82.46111111111111,0.25755461562055754,0.0
36005037200,1,75.33333333333333,77.2,89.13,80.55444444444444,0.13896587487807383,0.0
36005037300,1,76.0,75.4,99.91,83.77,0.40877288039837156,0.0
36005037400,1,75.5,77.4,91.84,81.58,0.22682963865099348,0.0
36005037504,1,76.0,73.0,99.0,82.66666666666667,0.23873267957479166,0.0
36005037600,1,75.5,79.0,95.28,83.26,0.12866090260032798,0.0
36005037800,1,73.66666666666667,76.6,99.0,83.08888888888889,0.18246482899939573,0.0
36005037900,1,76.16666666666667,72.8,99.68,82.88222222222223,0.4025461547730573,0.0
36005038000,1,73.66666666666667,76.0,98.82,82.8288888888889,0.273093250903471,0.0
36005038100,1,76.0,79.6,99.83,85.14333333333333,0.4959222156140133,0.0
36005038200,1,73.33333333333333,76.8,92.18,80.77111111111111,0.17719030621237095,0.0
36005038301,1,76.0,79.6,98.4,84.66666666666667,0.32063511792665916,0.0
36005038303,1,76.16666666666667,75.4,95.64,82.40222222222222,0.234201672572112,0.0
36005038304,1,75.83333333333333,78.6,99.6,84.67777777777778,0.1379492646084214,0.0
36005038500,1,76.0,77.4,99.3,84.23333333333333,0.34665734066973547,0.0
36005038600,1,73.33333333333333,76.4,93.79,81.17444444444446,0.5092366787569492,0.0
36005038700,1,75.83333333333333,78.8,98.57,84.4011111111111,0.23840369741496092,0.0
36005038800,1,73.5,77.6,92.91,81.33666666666666,0.18388493607053177,0.0
36005038900,1,75.83333333333333,78.6,97.02,83.81777777777778,0.34743796984579417,0.0
36005039000,1,73.5,79.0,77.11,76.53666666666668,0.1722166858618998,0.0
36005039100,1,76.0,79.2,99.21,84.80333333333333,0.46441132811659036,0.0
36005039200,1,73.5,78.6,97.1,83.06666666666666,0.11127251152498822,0.0
36005039300,1,76.0,76.0,99.76,83.92,0.5549161411586162,0.0
36005039400,1,73.33333333333333,80.2,99.46,84.33111111111111,0.29642410252637613,0.0
36005039500,1,76.0,74.0,99.9,83.3,0.2917841801307864,0.0
36005039600,1,73.5,78.0,97.46,82.98666666666666,0.26589891017180534,0.0
36005039700,1,75.83333333333333,77.4,81.2,78.14444444444445,0.22454163310282085,0.0
36005039800,0,73.33333333333333,79.8,81.36,78.16444444444444,0.22644544782339537,0.0
36005039901,1,76.0,80.0,99.0,85.0,0.33161267602864924,0.0
36005039902,1,76.0,80.4,99.39,85.26333333333334,0.3631103711529157,0.0
36005040100,1,76.0,78.2,99.49,84.56333333333333,0.30664792841693356,0.0
36005040302,1,75.83333333333333,81.6,98.96,85.46444444444444,0.3204653476115483,0.0
36005040303,1,75.83333333333333,80.4,99.03,85.08777777777779,0.278206922747173,0.0
36005040304,1,75.83333333333333,81.2,96.28,84.43777777777778,0.242303310258855,0.0
36005040400,0,73.33333333333333,77.6,66.67,72.53444444444445,0.1829424619936297,0.0
36005040501,1,75.83333333333333,80.8,97.14,84.5911111111111,0.2608556035780966,0.0
36005040502,1,75.66666666666667,79.6,99.51,84.92555555555555,0.426447966413542,0.0
36005040600,1,73.33333333333333,79.8,92.44,81.85777777777777,0.2351492171869959,0.0
36005040701,1,75.66666666666667,79.4,98.15,84.40555555555555,0.1964827753138976,0.0
36005040702,1,75.5,80.6,99.4,85.16666666666667,0.45725085390518067,0.0
36005040800,1,73.16666666666667,79.6,98.48,83.74888888888889,0.3131391356401133,0.0
36005040900,0,75.5,73.2,88.09,78.92999999999999,0.20809442158900926,0.0
36005041100,1,75.5,80.6,97.96,84.68666666666667,0.24211411290007545,0.0
36005041300,1,75.5,81.6,94.81,83.97,0.5267102276085169,0.0
36005041400,1,66.16666666666667,81.0,85.88,77.68222222222222,0.2866082335465174,0.0
36005041500,1,75.5,81.2,96.82,84.50666666666666,0.36233486331334924,0.0
36005041800,1,67.16666666666667,81.4,99.58,82.71555555555555,0.24574385273086471,0.0
36005041900,1,75.5,82.0,95.63,84.37666666666667,0.4063326113950629,0.0
36005042000,1,73.16666666666667,80.6,99.79,84.5188888888889,0.283109015408404,0.0
36005042100,1,75.33333333333333,81.8,94.81,83.9811111111111,0.3596975155623691,0.0
36005042200,1,73.33333333333333,79.0,59.57,70.63444444444444,0.15393054371823262,0.0
36005042300,1,75.66666666666667,80.8,97.15,84.53888888888889,0.29805627644568333,0.0
36005042400,1,73.0,78.4,83.02000000000001,78.14,0.15968878516103985,0.0
36005042500,1,75.66666666666667,81.2,95.62,84.16222222222223,0.37772412642301145,0.0
36005042600,0,72.66666666666667,78.4,80.56,77.2088888888889,0.40264243149657464,0.0
36005042800,0,72.33333333333333,78.6,69.23,73.38777777777779,0.11262257168346286,0.0
36005042901,1,75.66666666666667,81.8,85.33,80.93222222222222,0.18796572518840987,0.0
36005042902,1,75.5,80.8,98.84,85.04666666666667,0.2620011963455592,0.0
36005043000,1,72.83333333333333,79.6,81.28,77.90444444444445,0.20966462725209564,0.0
36005043101,1,73.33333333333333,81.2,99.55,84.69444444444444,0.35997775993801817,0.0
36005043102,1,75.16666666666667,80.6,98.04,84.60222222222222,0.2921553936322556,0.0
36005043400,1,71.5,80.8,93.58,81.96,0.24643436365615284,0.0
36005043501,1,73.5,68.2,95.61,79.10333333333334,0.06527779526093178,0.0
36005043503,1,73.0,74.8,11.84,53.21333333333334,0.000648757936289382,3.0
36005043600,0,66.33333333333333,81.8,98.98,82.37111111111112,0.11868851325015985,0.0
36005044200,1,63.0,80.0,99.93,80.97666666666667,0.24353941496554393,0.0
36005044400,0,63.166666666666664,80.6,69.48,71.08222222222223,0.24395044518612302,0.0
36005044800,0,71.0,74.8,72.00999999999999,72.60333333333334,0.13061552006453278,0.0
36005044901,0,67.66666666666667,82.0,46.5,65.3888888888889,0.09043214323294299,3.0
36005044902,0,67.66666666666667,80.6,76.74,75.00222222222222,0.12264393757081161,0.0
36005045101,0,67.5,82.0,20.09,56.53,0.06637795384067369,3.0
36005045102,0,67.33333333333333,82.8,43.1,64.41111111111111,0.09948481031238479,3.0
36005045600,1,72.0,77.0,36.18,61.72666666666667,0.16546681093037235,2.0
36005045800,1,72.83333333333333,76.4,97.57,82.26777777777778,0.3331771981850613,0.0
36005046000,1,72.83333333333333,73.6,96.35,80.92777777777778,0.16890086897252685,0.0
36005046203,1,72.16666666666667,67.6,94.6,78.12222222222222,0.4620515840653593,0.0
36005046204,1,72.0,65.6,78.16,71.92,0.3552776904128062,0.0
36005046205,1,72.33333333333333,65.4,86.71,74.81444444444445,0.15403273846821405,0.0
36005046206,1,72.33333333333333,71.8,87.49,77.20777777777778,0.2408524827885418,0.0
36005046207,1,72.5,69.0,58.57,66.69,0.3389954699209167,0.0
36005046208,1,72.83333333333333,71.4,76.58,73.60444444444444,0.3075137373819082,0.0
36005046209,1,72.66666666666667,71.2,93.63,79.16555555555556,0.2995609613433867,0.0
36005048401,1,72.66666666666667,72.6,82.89,76.05222222222221,0.22107960878739585,0.0
36005051601,1,68.66666666666667,66.5,56.32,63.82888888888889,0.20874651529414964,
36047000100,0,76.16666666666667,80.8,44.53,67.16555555555556,0.25456261806907277,3.0
36047000200,1,72.66666666666667,81.6,89.42,81.22888888888889,0.07241668010541259,0.0
36047000301,0,75.5,86.2,27.12,62.94,0.1945691505543189,3.0
36047000501,0,75.33333333333333,86.4,57.68,73.13777777777779,0.24699249027671638,3.0
36047000502,0,75.16666666666667,85.0,30.55,63.57222222222223,0.13437426017261084,3.0
36047000700,0,75.33333333333333,86.2,25.98,62.50444444444444,0.19974759642530066,3.0
36047000900,0,74.66666666666667,80.4,15.57,56.87888888888889,0.21002778410981207,3.0
36047001100,0,74.66666666666667,69.6,16.81,53.69222222222222,0.06374132234869052,3.0
36047001300,1,76.0,85.0,26.56,62.52,0.10432906632957588,3.0
36047001501,1,75.66666666666667,77.8,82.83,78.76555555555557,0.30344895233473834,3.0
36047001502,1,74.5,73.0,43.65,63.71666666666667,0.258775104865143,3.0
36047002000,1,72.33333333333333,81.0,97.53,83.6211111111111,0.12099937728138013,0.0
36047002100,0,76.33333333333333,79.2,16.48,57.337777777777774,0.25943184663398683,3.0
36047002200,1,71.66666666666667,77.8,94.61,81.35888888888888,0.2618612007306898,0.0
36047002300,1,76.16666666666667,83.8,98.85,86.27222222222223,0.2645934604185406,0.0
36047002901,1,75.66666666666667,82.6,99.81,86.02555555555556,0.2604939164906151,0.0
36047003000,0,70.0,80.6,55.120000000000005,68.57333333333334,0.09081284250959148,3.0
36047003101,0,74.33333333333333,78.6,38.12,63.684444444444445,0.17459699315014934,3.0
36047003300,0,74.33333333333333,76.0,41.38,63.90444444444444,0.2199984022852502,3.0
36047003400,0,70.0,79.2,66.49000000000001,71.89666666666666,0.19535850860775167,1.0
36047003500,0,73.83333333333333,78.8,55.19,69.27444444444444,0.11581155993186754,3.0
36047003600,0,69.83333333333333,79.8,75.42999999999999,75.02111111111111,0.21676744430753567,0.0
36047003700,0,74.33333333333333,70.2,34.09,59.541111111111114,0.18533234988094469,3.0
36047003800,0,69.66666666666667,79.8,57.54,69.00222222222222,0.07960332147618207,1.0
